Max Capacity,Status,Generator
60,1,GEN_541107_KRAIKL1_110_1
3,1,GEN_541109_TTPSAUT1_110_W1
95,1,GEN_541112_VALUTHURGAS1_110_1
92.2,1,GEN_541112_VALUTHURGAS1_110_2
65,1,GEN_541119_PONNAPRM_110_W1
105,1,GEN_541122_EDAYRPLM_110_W1
130,1,GEN_541302_RADHAPRM_110_W1
60,1,GEN_541303_ARALVAM_110_W1
150,1,GEN_541304_KUDANKLM_110_W1
100,1,GEN_541305_IRUKNTHR_110_W1
100,1,GEN_541306_CHIDMBRM-W_110_W1
75,1,GEN_541307_PERUNGDI-W_110_W1
125,1,GEN_541308_VADKNKLM_110_W1
100,1,GEN_541309_THNDRKLM_110_W1
55,1,GEN_541310_PANAGUDI_110_W1
70,1,GEN_541311_MUPANDAL_110_W1
30,1,GEN_541312_KANNANLUR_110_W1
50,1,GEN_541313_PALAVOOR_110_W1
80,1,GEN_541314_KARNGULAM_110_W1
75,1,GEN_541315_MAHARAJPRM_110_W1
15,1,GEN_541316_KANYKUMRI_110_W1
50,1,GEN_541323_ANNANGR_110_W1
15,1,GEN_541324_VALLIYUR_110_W1
100,1,GEN_541326_DEVARKLM_110_W1
150,1,GEN_541327_VANKNDL_110_V1
42,1,GEN_541327_VANKNDL_110_W1
113,1,GEN_541328_UTHUMA_110_W1
50,1,GEN_541330_ARUMUGNR_110_W1
100,1,GEN_541331_KTKRNGLM_110_W1
50,1,GEN_541332_RASTHA_110_W1
164,1,GEN_541334_OTULKP1_110_W1
40,1,GEN_541339_TENKASI_110_W1
120,1,GEN_541340_PCHATRAM_110_W1
50,1,GEN_541341_ALANGULM_110_W1
70,1,GEN_541342_KEELVRNAM_110_W1
25,1,GEN_541343_SURANDI_110_W1
60,1,GEN_541344_PONGAI_110_W1
100,1,GEN_541345_VEERASIGMN_110_W1
55,1,GEN_541347_KADYANLR_110_W1
10,1,GEN_541348_VADAKAR_110_W1
5,1,GEN_541349_MALYANKLM_110_W1
50,1,GEN_541352_KALUGU_110_W1
20,1,GEN_541401_MADATHUKLM_110_W1
125,1,GEN_541404_MELKARPTY_110_W1
50,1,GEN_541405_UDMLPT2-W_110_W1
100,1,GEN_541406_THUNGAVI_110_W1
100,1,GEN_541407_POLAVDY_110_W1
100,1,GEN_541408_MARUDURW_110_W1
100,1,GEN_541409_GUDMNGLM_110_W1
100,1,GEN_541410_SULTNPT_110_W1
60,1,GEN_541411_POLANKI_110_W1
30,1,GEN_541412_KOZUMAN_110_W1
65,1,GEN_541413_THALAIY_110_W1
125,1,GEN_541415_PUDUPALYM_110_W1
45,1,GEN_541416_NEGAMAN_110_W1
93,1,GEN_541417_ANDHYUR_110_W1
75,1,GEN_541418_PANAPATTY_110_W1
80,1,GEN_541421_ELAVANTHI_110_W1
30,1,GEN_541422_PONGALUR_110_W1
125,1,GEN_541423_CHINNAPDR_110_W1
25,1,GEN_541424_DHARAPRM_110_W1
35,1,GEN_541425_KUNDADM_110_W1
210,1,GEN_542001_NEYVELTS2_230_1
210,1,GEN_542001_NEYVELTS2_230_2
210,1,GEN_542001_NEYVELTS2_230_3
500,1,GEN_542006_UDMLPET2_230_1
500,0,GEN_542006_UDMLPET2_230_2
500,0,GEN_542006_UDMLPET2_230_3
500,0,GEN_542006_UDMLPET2_230_4
210,1,GEN_542008_NCTPS2_230_1
210,1,GEN_542008_NCTPS2_230_2
210,1,GEN_542008_NCTPS2_230_3
500,1,GEN_542014_ARASUR2_230_1
500,1,GEN_542014_ARASUR2_230_2
500,1,GEN_542014_ARASUR2_230_3
23.75,1,GEN_542014_ARASUR2_230_W1
500,1,GEN_542018_KAYA-W_230_1
500,1,GEN_542018_KAYA-W_230_2
500,1,GEN_542018_KAYA-W_230_3
500,1,GEN_542018_KAYA-W_230_4
500,1,GEN_542030_KALP-FBR2_230_1
500,0,GEN_542030_KALP-FBR2_230_2
220,1,GEN_542031_KALPAKAM2_230_1
220,1,GEN_542031_KALPAKAM2_230_2
100,1,GEN_542033_KADAMPAR2_230_1
100,1,GEN_542033_KADAMPAR2_230_2
100,1,GEN_542033_KADAMPAR2_230_3
100,1,GEN_542033_KADAMPAR2_230_4
60,1,GEN_542037_KUNDAHGEN2_230_1
60,1,GEN_542037_KUNDAHGEN2_230_2
60,1,GEN_542037_KUNDAHGEN2_230_3
50,1,GEN_542037_KUNDAHGEN2_230_4
50,1,GEN_542037_KUNDAHGEN2_230_5
20,1,GEN_542037_KUNDAHGEN2_230_6
20,1,GEN_542037_KUNDAHGEN2_230_7
20,1,GEN_542037_KUNDAHGEN2_230_8
20,1,GEN_542037_KUNDAHGEN2_230_9
20,1,GEN_542037_KUNDAHGEN2_230_A
35,1,GEN_542037_KUNDAHGEN2_230_B
35,1,GEN_542037_KUNDAHGEN2_230_C
35,1,GEN_542037_KUNDAHGEN2_230_D
35,1,GEN_542037_KUNDAHGEN2_230_E
35,1,GEN_542037_KUNDAHGEN2_230_F
30,1,GEN_542037_KUNDAHGEN2_230_G
50,1,GEN_542039_METTUR-TUN_230_1
50,1,GEN_542039_METTUR-TUN_230_2
50,1,GEN_542039_METTUR-TUN_230_3
50,1,GEN_542039_METTUR-TUN_230_4
25,1,GEN_542039_METTUR-TUN_230_5
25,1,GEN_542039_METTUR-TUN_230_6
60,1,GEN_542039_METTUR-TUN_230_7
60,1,GEN_542039_METTUR-TUN_230_8
210,1,GEN_542041_MTPS2_230_1
210,1,GEN_542041_MTPS2_230_2
210,1,GEN_542041_MTPS2_230_3
210,1,GEN_542041_MTPS2_230_4
100,0,GEN_542046_NEYVELITS12_230_7
100,0,GEN_542046_NEYVELITS12_230_8
100,0,GEN_542046_NEYVELITS12_230_9
250,1,GEN_542047_NEY-ZERO_230_1
120,1,GEN_542051_PARAMKDY2_230_S1
110,0,GEN_542054_ENNORE2_230_1
110,0,GEN_542054_ENNORE2_230_2
110,0,GEN_542054_ENNORE2_230_3
60,0,GEN_542054_ENNORE2_230_4
60,0,GEN_542054_ENNORE2_230_5
100,1,GEN_542055_PPNALUR2_230_1
100,1,GEN_542055_PPNALUR2_230_2
100,1,GEN_542055_PPNALUR2_230_3
35,0,GEN_542064_THENI2_230_1
35,0,GEN_542064_THENI2_230_2
35,0,GEN_542064_THENI2_230_3
500,1,GEN_542064_THENI2_230_4
250,0,GEN_542064_THENI2_230_6
50,1,GEN_542064_THENI2_230_V1
227,1,GEN_542064_THENI2_230_W1
210,1,GEN_542071_TTPS2_230_1
210,1,GEN_542071_TTPS2_230_2
210,1,GEN_542071_TTPS2_230_3
210,1,GEN_542071_TTPS2_230_4
210,1,GEN_542071_TTPS2_230_5
50,1,GEN_542097_PUSHEP2_230_1
50,1,GEN_542097_PUSHEP2_230_2
50,1,GEN_542097_PUSHEP2_230_3
500,1,GEN_542101_AMDAPR-W_230_4
95,1,GEN_542101_AMDAPR-W_230_W1
190,1,GEN_542103_VERNM-W_230_W1
190,1,GEN_542104_UDYTHR-W_230_W1
25,1,GEN_542105_KNARPT-W_230_V1
180,1,GEN_542105_KNARPT-W_230_W1
190,1,GEN_542108_SANKRI-W_230_W1
190,1,GEN_542110_VILSRI-W_230_V1
3,1,GEN_542112_VALUTHUR2_230_W1
15,1,GEN_542113_OKMDPM-W_230_W1
150,1,GEN_542114_ANIKDV-W_230_V1
400,1,GEN_542114_ANIKDV-W_230_W1
90,1,GEN_542116_VELPNOR-W_230_W1
50,1,GEN_542118_SADAYMPLYM-W_230_W1
700,1,GEN_542126_KAMUTHI2_230_S
500,1,GEN_542127_TRICHULI-S_230_S
80,1,GEN_542137_STERLITE2_230_1
80,1,GEN_542137_STERLITE2_230_2
150,1,GEN_542138_INDBHARAT2_230_1
150,1,GEN_542138_INDBHARAT2_230_2
63,0,GEN_542138_INDBHARAT2_230_3
150,1,GEN_542139_KARVAR2_230_1
150,1,GEN_542139_KARVAR2_230_2
150,1,GEN_542139_KARVAR2_230_3
41,1,GEN_542140_SAVASAPRM2_230_S
150,1,GEN_542141_NAGAIPR2_230_1
150,1,GEN_542141_NAGAIPR2_230_2
150,1,GEN_542142_NEPL2_230_1
150,1,GEN_542163_OPGALAMTYG_230_1
80,1,GEN_542163_OPGALAMTYG_230_2
80,1,GEN_542163_OPGALAMTYG_230_3
280,1,GEN_542170_SANKARPURI_230_V1
600,1,GEN_544000_CHENN-EX_400_1
600,1,GEN_544000_CHENN-EX_400_2
210,1,GEN_544001_NYVL_400_1
210,1,GEN_544001_NYVL_400_2
210,1,GEN_544001_NYVL_400_3
210,1,GEN_544001_NYVL_400_4
210,1,GEN_544010_NEYEXTN4_400_1
210,1,GEN_544010_NEYEXTN4_400_2
500,1,GEN_544017_KARAIK_400_1
500,1,GEN_544017_KARAIK_400_2
500,1,GEN_544020_NEY_IIEX_400_1
1000,1,GEN_544021_KUDAN4_400_1
1000,1,GEN_544021_KUDAN4_400_2
1000,1,GEN_544021_KUDAN4_400_3
360,1,GEN_544023_OPG400KV_400_1
360,1,GEN_544023_OPG400KV_400_2
2500,0,GEN_544025_TIRUNVLPOOL_400_V1
500,1,GEN_544026_KANAPATT_400_1
500,1,GEN_544026_KANAPATT_400_2
500,1,GEN_544026_KANAPATT_400_3
500,1,GEN_544026_KANAPATT_400_4
500,1,GEN_544027_KAYATHAR4_400_1
500,1,GEN_544027_KAYATHAR4_400_2
500,1,GEN_544027_KAYATHAR4_400_3
500,1,GEN_544027_KAYATHAR4_400_4
600,1,GEN_544041_METTUR4_400_1
500,1,GEN_544046_NEY(REP)4_400_1
500,1,GEN_544046_NEY(REP)4_400_2
500,1,GEN_544071_TUTICORN_400_1
500,1,GEN_544071_TUTICORN_400_2
660,1,GEN_544072_UDNGDI4_400_1
660,1,GEN_544072_UDNGDI4_400_2
500,1,GEN_544088_VALLURTPS_400_1
500,1,GEN_544088_VALLURTPS_400_2
500,1,GEN_544088_VALLURTPS_400_3
500,1,GEN_544093_TAPPAKUN_400_1
500,1,GEN_544093_TAPPAKUN_400_2
500,1,GEN_544094_ANIKADAV_400_1
500,1,GEN_544094_ANIKADAV_400_4
660,1,GEN_544096_ILFS-OA_400_1
660,1,GEN_544096_ILFS-OA_400_2
500,1,GEN_544097_RASIPALA_400_1
500,1,GEN_544097_RASIPALA_400_2
500,1,GEN_544097_RASIPALA_400_3
500,0,GEN_544098_PEL-OA_400_1
500,0,GEN_544098_PEL-OA_400_2
600,1,GEN_544114_CEPL_400_1
600,1,GEN_544114_CEPL_400_2
600,1,GEN_544115_IND-BARATH_400_1
600,0,GEN_544115_IND-BARATH_400_2
660,1,GEN_544124_ETPSEXP4_400_1
360,0,GEN_544126_THERVOI4_400_1
360,0,GEN_544126_THERVOI4_400_2
500,0,GEN_544126_THERVOI4_400_3
600,1,GEN_544131_NCTPSSTG4_400_1
600,1,GEN_544131_NCTPSSTG4_400_2
1500,0,GEN_544132_KAMUTHI4_400_1
800,1,GEN_548008_NCTPS765KV_765_1
660,0,GEN_548025_CHEYYUR-UMPP_765_1
660,0,GEN_548025_CHEYYUR-UMPP_765_2
660,0,GEN_548025_CHEYYUR-UMPP_765_3
660,0,GEN_548025_CHEYYUR-UMPP_765_4
660,0,GEN_548025_CHEYYUR-UMPP_765_5
660,0,GEN_548025_CHEYYUR-UMPP_765_6
660,0,GEN_548072_UDNGDI7_765_1
660,0,GEN_548072_UDNGDI7_765_2
800,1,GEN_548072_UDNGDI7_765_3
660,1,GEN_548124_ETPSREP7_765_1
660,1,GEN_548124_ETPSREP7_765_2
