Node,Region,Zone
352098_AMBETHA_220,GUJARAT,WR
352099_MOTA_220,GUJARAT,WR
352100_RELIANCE_220,GUJARAT,WR
352101_INDOGULF_220,GUJARAT,WR
352102_PETRONT_220,GUJARAT,WR
352103_IPCL_220,GUJARAT,WR
352104_RADHANPR_220,GUJARAT,WR
352105_SANKHARI_220,GUJARAT,WR
352106_SANTHAL_220,GUJARAT,WR
352107_BHUTIYA_220,GUJARAT,WR
352108_HALWAD_220,GUJARAT,WR
352109_SHIVLAKH_220,GUJARAT,WR
352110_NENO_220,GUJARAT,WR
352111_BHAT_220,GUJARAT,WR
352112_SAGAPARA_220,GUJARAT,WR
352113_DHASA_220,GUJARAT,WR
352114_BOTAD_220,GUJARAT,WR
352115_VISAVDAR_220,GUJARAT,WR
352116_DHOKADVA_220,GUJARAT,WR
352117_OTHA_220,GUJARAT,WR
352118_GPPL_220,GUJARAT,WR
352119_KOVAYA_220,GUJARAT,WR
352120_MOTIPNLI_220,GUJARAT,WR
352121_SARDRGDH_220,GUJARAT,WR
352122_KUKMA_220,GUJARAT,WR
352123_SINDHOLI_220,GUJARAT,WR
352124_SUTHARI_220,GUJARAT,WR
352125_WELSPUN_220,GUJARAT,WR
352126_VASTAS_220,GUJARAT,WR
352127_ESSARBHANDER_220,GUJARAT,WR
352128_ENER-SAM_220,GUJARAT,WR
352129_KANGSYLI_220,GUJARAT,WR
352130_HAZR-EXT_220,GUJARAT,WR
352131_PIPAVAV_220,GUJARAT,WR
352132_SUAV_220,GUJARAT,WR
352133_LALPAR_220,GUJARAT,WR
352134_VONDH_220,GUJARAT,WR
352135_BHUJPOOL_220,GUJARAT,WR
352136_BANASKANTHA_220,GUJARAT,WR
352137_OPGPOWER_220,GUJARAT,WR
352138_VATAMAN_220,GUJARAT,WR
352139_SANAND_220,GUJARAT,WR
352140_HALWADNEW_220,GUJARAT,WR
352201_BHACHUNDA_220,GUJARAT,WR
354001_ASOJ4_400,GUJARAT,WR
354002_GANCS4_400,GUJARAT,WR
354003_DEHGM4_400,GUJARAT,WR
354004_WANAK4_400,GUJARAT,WR
354005_SOJA4_400,GUJARAT,WR
354006_CHORN4_400,GUJARAT,WR
354007_UKAI4_400,GUJARAT,WR
354008_JET4_400,GUJARAT,WR
354009_GPEC4_400,GUJARAT,WR
354010_VAPI4_400,GUJARAT,WR
354011_SSP4_400,GUJARAT,WR
354012_SUGEN4_400,GUJARAT,WR
354013_PIRANA_T_400,GUJARAT,WR
354014_PIRANA_P_400,GUJARAT,WR
354015_MUNDRA4_400,GUJARAT,WR
354016_SAMI4_400,GUJARAT,WR
354017_RANCHDP4_400,GUJARAT,WR
354018_HADALA_400,GUJARAT,WR
354019_ZERDA_400,GUJARAT,WR
354020_AMRELI4_400,GUJARAT,WR
354021_KASOR4_400,GUJARAT,WR
354022_HAZIRA4_400,GUJARAT,WR
354023_CGPL_400,GUJARAT,WR
354024_BACHAU_400,GUJARAT,WR
354025_VERSANA_400,GUJARAT,WR
354026_VADINAR_400,GUJARAT,WR
354027_SAMI_FSC_400,GUJARAT,WR
354028_SAMI-F2_400,GUJARAT,WR
354029_KOSAMBA_400,GUJARAT,WR
354030_RAJG-FS1_400,GUJARAT,WR
354031_RAJG-FS2_400,GUJARAT,WR
354032_SUGEN-UN_400,GUJARAT,WR
354033_DGEN_400,GUJARAT,WR
354034_NAVSARI_400,GUJARAT,WR
354035_VADODARA_400,GUJARAT,WR
354036_HALVADNEW_400,GUJARAT,WR
354038_EPGLPH2_400,GUJARAT,WR
354039_SANAND_400,GUJARAT,WR
354078_KAKRAPARAPP_400,GUJARAT,WR
354135_BHUJPOOL_400,GUJARAT,WR
354136_BANASKANTHA_400,GUJARAT,WR
354137_SANKHARI_400,GUJARAT,WR
354138_VATAMAN_400,GUJARAT,WR
354140_CHARANKASOL_400,GUJARAT,WR
356001_VAPI_66,GUJARAT,WR
356002_BHILAD_66,GUJARAT,WR
358035_VADODARA_765,GUJARAT,WR
358135_BHUJPOOL_765,GUJARAT,WR
358136_BANASKANTHA_765,GUJARAT,WR
361000_JULWANIA-II_132,MADHYA PRADESH,WR
361001_KATNI21_132,MADHYA PRADESH,WR
361002_GSAGA1_132,MADHYA PRADESH,WR
361003_UJJAI1_132,MADHYA PRADESH,WR
361004_SATP1_132,MADHYA PRADESH,WR
361005_CHINDWAR_132,MADHYA PRADESH,WR
361006_SEONMP21_132,MADHYA PRADESH,WR
361007_PENCH1_132,MADHYA PRADESH,WR
361008_VINDYNCL_132,MADHYA PRADESH,WR
361009_BALAGHAT_132,MADHYA PRADESH,WR
361010_SATN21_132,MADHYA PRADESH,WR
361011_SATNA1_132,MADHYA PRADESH,WR
361012_KATNI1_132,MADHYA PRADESH,WR
361013_JABP1_132,MADHYA PRADESH,WR
361014_AGAR1_132,MADHYA PRADESH,WR
361015_SUWAS1_132,MADHYA PRADESH,WR
361016_KYMOR1_132,MADHYA PRADESH,WR
361017_MAIHR1_132,MADHYA PRADESH,WR
361018_REWA1_132,MADHYA PRADESH,WR
361019_NIMRAN1_132,MADHYA PRADESH,WR
361020_JULWN1_132,MADHYA PRADESH,WR
361021_BARWAH1_132,MADHYA PRADESH,WR
361022_NEPA1_132,MADHYA PRADESH,WR
361023_INDSTG2_132,MADHYA PRADESH,WR
361024_INDNZ_132,MADHYA PRADESH,WR
361025_INDOR_CH_132,MADHYA PRADESH,WR
361026_PITHMPR1_132,MADHYA PRADESH,WR
361027_KHAPS1_132,MADHYA PRADESH,WR
361028_BARGI1_132,MADHYA PRADESH,WR
361029_AMK132_132,MADHYA PRADESH,WR
361030_MAHALGN_132,MADHYA PRADESH,WR
361031_PICHH1_132,MADHYA PRADESH,WR
361032_BINA1_132,MADHYA PRADESH,WR
361033_RAJGHAT_132,MADHYA PRADESH,WR
361034_NEEMU1_132,MADHYA PRADESH,WR
361035_RATLA1_132,MADHYA PRADESH,WR
361036_INDSZ_132,MADHYA PRADESH,WR
361037_DEWAS_BN_132,MADHYA PRADESH,WR
361038_NAGDA1_132,MADHYA PRADESH,WR
361039_ASHTA_132,MADHYA PRADESH,WR
361040_BADNAGR_132,MADHYA PRADESH,WR
361041_BADOD_132,MADHYA PRADESH,WR
361042_BAIRAGRH_132,MADHYA PRADESH,WR
361043_BETUL_132,MADHYA PRADESH,WR
361044_BHOPAL_132,MADHYA PRADESH,WR
361045_BIRSNGPR_132,MADHYA PRADESH,WR
361046_CHEGAON_132,MADHYA PRADESH,WR
361047_DABRA_132,MADHYA PRADESH,WR
361048_DAMOH_132,MADHYA PRADESH,WR
361049_GUNA_132,MADHYA PRADESH,WR
361050_HANDIYA_132,MADHYA PRADESH,WR
361051_HOSHNGBD_132,MADHYA PRADESH,WR
361052_ITARSI_132,MADHYA PRADESH,WR
361053_MALANPUR_132,MADHYA PRADESH,WR
361054_MANDIDEP_132,MADHYA PRADESH,WR
361055_MEHGAON_132,MADHYA PRADESH,WR
361056_NARSNGPR_132,MADHYA PRADESH,WR
361057_PANDHURN_132,MADHYA PRADESH,WR
361058_PIPARIYA_132,MADHYA PRADESH,WR
361059_SABALGRH_132,MADHYA PRADESH,WR
361060_SAGAR_132,MADHYA PRADESH,WR
361061_SARNI_132,MADHYA PRADESH,WR
361062_SHIVPURI_132,MADHYA PRADESH,WR
361063_SHUJALPR_132,MADHYA PRADESH,WR
361064_SIDHI_132,MADHYA PRADESH,WR
361065_TIKAMGAD_132,MADHYA PRADESH,WR
361066_KOTMA_132,MADHYA PRADESH,WR
361067_SUNSER_132,MADHYA PRADESH,WR
361068_MORWA_132,MADHYA PRADESH,WR
361069_SHAHDOL_132,MADHYA PRADESH,WR
361070_WAIDHAN_132,MADHYA PRADESH,WR
361071_ARON_132,MADHYA PRADESH,WR
361072_ASHOKNGR_132,MADHYA PRADESH,WR
361073_ARNIAKLA_132,MADHYA PRADESH,WR
361074_POLAIKLA_132,MADHYA PRADESH,WR
361075_DEPALPUR_132,MADHYA PRADESH,WR
361076_GAUTMPRA_132,MADHYA PRADESH,WR
361077_KANWAN_132,MADHYA PRADESH,WR
361078_GAROTH_132,MADHYA PRADESH,WR
361079_KURAWAR_132,MADHYA PRADESH,WR
361080_SEHORE_132,MADHYA PRADESH,WR
361081_SHYAMPR_132,MADHYA PRADESH,WR
361082_KATANGI_132,MADHYA PRADESH,WR
361083_BIRSA_132,MADHYA PRADESH,WR
361084_BANMORE_132,MADHYA PRADESH,WR
361085_MORENA_132,MADHYA PRADESH,WR
361086_BARELI_132,MADHYA PRADESH,WR
361087_GADARWRA_132,MADHYA PRADESH,WR
361088_BARMAN_132,MADHYA PRADESH,WR
361089_C.KHRGNE_132,MADHYA PRADESH,WR
361090_SANAWAD_132,MADHYA PRADESH,WR
361091_GUDGAON_132,MADHYA PRADESH,WR
361092_AYDHYNG_132,MADHYA PRADESH,WR
361093_MACT_BHO_132,MADHYA PRADESH,WR
361094_BIJAWAR_132,MADHYA PRADESH,WR
361095_CHATARPR_132,MADHYA PRADESH,WR
361096_CHANDERI_132,MADHYA PRADESH,WR
361097_GANJBSDA_132,MADHYA PRADESH,WR
361098_SIRONJ_132,MADHYA PRADESH,WR
361099_RAJGRH_M_132,MADHYA PRADESH,WR
361100_BIAORA_132,MADHYA PRADESH,WR
361101_MAKSDNGR_132,MADHYA PRADESH,WR
361102_UMARIYA_132,MADHYA PRADESH,WR
361103_BORGAON_132,MADHYA PRADESH,WR
361104_CHOURAI_132,MADHYA PRADESH,WR
361105_KHAJURAH_132,MADHYA PRADESH,WR
361106_BHIKANGN_132,MADHYA PRADESH,WR
361107_KHANDWA_132,MADHYA PRADESH,WR
361108_AMARWADA_132,MADHYA PRADESH,WR
361109_DATIYA_132,MADHYA PRADESH,WR
361110_DEWAS_MS_132,MADHYA PRADESH,WR
361111_MANGALIY_132,MADHYA PRADESH,WR
361112_CHAPDA_132,MADHYA PRADESH,WR
361113_SONKATCH_132,MADHYA PRADESH,WR
361114_DHAMNOD_132,MADHYA PRADESH,WR
361115_DHAR_132,MADHYA PRADESH,WR
361116_MANASA_132,MADHYA PRADESH,WR
361117_GHATBILO_132,MADHYA PRADESH,WR
361118_GHOSLA_132,MADHYA PRADESH,WR
361119_BHONRA_132,MADHYA PRADESH,WR
361120_MOTIJHEL_132,MADHYA PRADESH,WR
361121_TIGHRA_132,MADHYA PRADESH,WR
361122_HARDA_132,MADHYA PRADESH,WR
361123_KANNOD_132,MADHYA PRADESH,WR
361124_KHATGNTP_132,MADHYA PRADESH,WR
361125_CHANERA_132,MADHYA PRADESH,WR
361126_INDORE_W_132,MADHYA PRADESH,WR
361127_SANWER_132,MADHYA PRADESH,WR
361128_INGORIA_132,MADHYA PRADESH,WR
361129_JABLPRVF_132,MADHYA PRADESH,WR
361130_MADHOTAL_132,MADHYA PRADESH,WR
361131_MANERI_132,MADHYA PRADESH,WR
361132_MANSAKRA_132,MADHYA PRADESH,WR
361133_PATAN_132,MADHYA PRADESH,WR
361134_SHAHPURA_132,MADHYA PRADESH,WR
361135_BADWANI_132,MADHYA PRADESH,WR
361136_KUKSHI_132,MADHYA PRADESH,WR
361137_KHARGONE_132,MADHYA PRADESH,WR
361138_SENDHWA_132,MADHYA PRADESH,WR
361139_KARERA_132,MADHYA PRADESH,WR
361140_SALEMNBD_132,MADHYA PRADESH,WR
361141_KHACHROD_132,MADHYA PRADESH,WR
361142_KHATGAON_132,MADHYA PRADESH,WR
361143_NASRULGJ_132,MADHYA PRADESH,WR
361144_ALIRAJPR_132,MADHYA PRADESH,WR
361145_LAKHNADN_132,MADHYA PRADESH,WR
361146_MADIKHED_132,MADHYA PRADESH,WR
361147_AMARPATA_132,MADHYA PRADESH,WR
361148_AMBAH_132,MADHYA PRADESH,WR
361149_MORAR_132,MADHYA PRADESH,WR
361150_MANAWAR_132,MADHYA PRADESH,WR
361151_BHIND_132,MADHYA PRADESH,WR
361152_PORSA_132,MADHYA PRADESH,WR
361153_RON_132,MADHYA PRADESH,WR
361154_SEONDHA_132,MADHYA PRADESH,WR
361155_JORA_132,MADHYA PRADESH,WR
361156_MULTAI_132,MADHYA PRADESH,WR
361157_ALOT_132,MADHYA PRADESH,WR
361158_MAHIDPUR_132,MADHYA PRADESH,WR
361159_SHRINAGR_132,MADHYA PRADESH,WR
361160_JAORA_132,MADHYA PRADESH,WR
361161_RATANGAR_132,MADHYA PRADESH,WR
361162_MALHARGR_132,MADHYA PRADESH,WR
361163_MANDSOUR_132,MADHYA PRADESH,WR
361164_DALODA_132,MADHYA PRADESH,WR
361165_BAHDURPR_132,MADHYA PRADESH,WR
361166_BADGAON_132,MADHYA PRADESH,WR
361167_KASRAWAD_132,MADHYA PRADESH,WR
361168_PACHORE_132,MADHYA PRADESH,WR
361169_RAJGARH_132,MADHYA PRADESH,WR
361170_BAGDI_132,MADHYA PRADESH,WR
361171_BETMA_132,MADHYA PRADESH,WR
361172_JAMLI_132,MADHYA PRADESH,WR
361173_PETLAWAD_132,MADHYA PRADESH,WR
361174_RAMPR.BG_132,MADHYA PRADESH,WR
361175_RATADIYA_132,MADHYA PRADESH,WR
361176_SAILANA_132,MADHYA PRADESH,WR
361177_BANSGR-2_132,MADHYA PRADESH,WR
361178_MANGAWAN_132,MADHYA PRADESH,WR
361179_KATRA_132,MADHYA PRADESH,WR
361180_SHEOPUR_132,MADHYA PRADESH,WR
361181_GARHKOTA_132,MADHYA PRADESH,WR
361182_GAURJHMR_132,MADHYA PRADESH,WR
361183_KHILCHPR_132,MADHYA PRADESH,WR
361184_SARANGPR_132,MADHYA PRADESH,WR
361185_MAJHGAWN_132,MADHYA PRADESH,WR
361186_PANNA_132,MADHYA PRADESH,WR
361187_PAWAI_132,MADHYA PRADESH,WR
361188_PANSEMAL_132,MADHYA PRADESH,WR
361189_SEONIMP_132,MADHYA PRADESH,WR
361190_NAINPUR_132,MADHYA PRADESH,WR
361191_SEONMLWA_132,MADHYA PRADESH,WR
361192_SHAJAPUR_132,MADHYA PRADESH,WR
361193_MAUGANJ_132,MADHYA PRADESH,WR
361194_JATARA_132,MADHYA PRADESH,WR
361195_PRITHVPR_132,MADHYA PRADESH,WR
361196_MAKSHI_132,MADHYA PRADESH,WR
361197_TARANA_132,MADHYA PRADESH,WR
361198_BEOHARI_132,MADHYA PRADESH,WR
361199_BANSGR-3_132,MADHYA PRADESH,WR
361200_HATTA_132,MADHYA PRADESH,WR
361201_BANSGR-4_132,MADHYA PRADESH,WR
361202_VIJAYPUR_132,MADHYA PRADESH,WR
361203_RAGHOGRH_132,MADHYA PRADESH,WR
361204_MOMNBDOD_132,MADHYA PRADESH,WR
361205_PANWADI_132,MADHYA PRADESH,WR
361206_MANDLA_132,MADHYA PRADESH,WR
361207_ZEERAPUR_132,MADHYA PRADESH,WR
361208_ZARDA_132,MADHYA PRADESH,WR
361209_OBEDLJTP_132,MADHYA PRADESH,WR
361210_SUHKISWN_132,MADHYA PRADESH,WR
361211_VIDISHA_132,MADHYA PRADESH,WR
361212_SUKHISEN_132,MADHYA PRADESH,WR
361213_BERASIYA_132,MADHYA PRADESH,WR
361214_GAIRTGNJ_132,MADHYA PRADESH,WR
361215_RAISEN_132,MADHYA PRADESH,WR
361216_ANUPPUR_132,MADHYA PRADESH,WR
361217_RAJMILAN_132,MADHYA PRADESH,WR
361218_BHANEGN_132,MADHYA PRADESH,WR
361219_SAT_SAI_132,MADHYA PRADESH,WR
361220_AMRVTKRD_132,MADHYA PRADESH,WR
361221_CHEGAON_132,MADHYA PRADESH,WR
361222_BETUL_132,MADHYA PRADESH,WR
361223_BANKHEDI_132,MADHYA PRADESH,WR
361224_CHICHLI_132,MADHYA PRADESH,WR
361225_SIMROL_132,MADHYA PRADESH,WR
361226_REWA(SAGRA)_132,MADHYA PRADESH,WR
361227_BLA-TPS_132,MADHYA PRADESH,WR
361228_RAU_132,MADHYA PRADESH,WR
361229_MOONDI_132,MADHYA PRADESH,WR
361230_SULTANPUR_132,MADHYA PRADESH,WR
361231_CHICHOLI_132,MADHYA PRADESH,WR
361232_VIJAYPUR_132,MADHYA PRADESH,WR
361233_NAGOD_132,MADHYA PRADESH,WR
361234_DINDORI_132,MADHYA PRADESH,WR
361235_KOLARAS_132,MADHYA PRADESH,WR
361236_SHAMSHABAD_132,MADHYA PRADESH,WR
361237_CHINDWARA_132,MADHYA PRADESH,WR
361238_BAIHAR_132,MADHYA PRADESH,WR
361239_REWA-132_132,MADHYA PRADESH,WR
361240_PITHAMPUR_132,MADHYA PRADESH,WR
361241_NEEMUCH_132,MADHYA PRADESH,WR
361242_BAMNIYA-TAP_132,MADHYA PRADESH,WR
361243_MEGHNAGAR_132,MADHYA PRADESH,WR
361244_JHABUA_132,MADHYA PRADESH,WR
361245_DEWAS_132,MADHYA PRADESH,WR
361246_ASHTA_132,MADHYA PRADESH,WR
361247_LALGHATI-TAP_132,MADHYA PRADESH,WR
361248_DAMOH_132,MADHYA PRADESH,WR
361249_MANDIDEEP_132,MADHYA PRADESH,WR
361250_NARSINGPUR_132,MADHYA PRADESH,WR
361251_PIPARIYA_132,MADHYA PRADESH,WR
361252_SEMRI_132,MADHYA PRADESH,WR
361253_SAGAR_132,MADHYA PRADESH,WR
361254_BANDA_132,MADHYA PRADESH,WR
361255_SHIVPURI_132,MADHYA PRADESH,WR
361256_MOHNA_132,MADHYA PRADESH,WR
361257_SHUJALPUR_132,MADHYA PRADESH,WR
361258_DEOSAR_132,MADHYA PRADESH,WR
361259_SIDHI_132,MADHYA PRADESH,WR
361260_RAUKHEDI_132,MADHYA PRADESH,WR
362001_INDOR2_220,MADHYA PRADESH,WR
362002_BHOPAL2_220,MADHYA PRADESH,WR
362003_SAT2_220,MADHYA PRADESH,WR
362004_BINA2_220,MADHYA PRADESH,WR
362005_NAGDA2_220,MADHYA PRADESH,WR
362006_DEOL2_220,MADHYA PRADESH,WR
362007_GWALIOR2_220,MADHYA PRADESH,WR
362008_UJJAIN2_220,MADHYA PRADESH,WR
362009_JABALPUR_220,MADHYA PRADESH,WR
362010_ITARSI-P_220,MADHYA PRADESH,WR
362011_KHAND2_220,MADHYA PRADESH,WR
362012_SATNAPG_220,MADHYA PRADESH,WR
362013_BINA-PG_220,MADHYA PRADESH,WR
362014_SEONPG2_220,MADHYA PRADESH,WR
362015_RAJ2PG_220,MADHYA PRADESH,WR
362016_DAMOPG2_220,MADHYA PRADESH,WR
362017_BIRST2_220,MADHYA PRADESH,WR
362018_KATNI_220,MADHYA PRADESH,WR
362019_BURWA2_220,MADHYA PRADESH,WR
362020_ITARS2_220,MADHYA PRADESH,WR
362021_SHUJALP_220,MADHYA PRADESH,WR
362022_BINA2_220,MADHYA PRADESH,WR
362023_SHUJP2_220,MADHYA PRADESH,WR
362024_NARSP2_220,MADHYA PRADESH,WR
362025_SANW-TAP_220,MADHYA PRADESH,WR
362026_AMARK2_220,MADHYA PRADESH,WR
362027_SATNA2_220,MADHYA PRADESH,WR
362028_BANSG-I_220,MADHYA PRADESH,WR
362029_JABAL2_220,MADHYA PRADESH,WR
362030_DAMOH2_220,MADHYA PRADESH,WR
362031_PITHM2_220,MADHYA PRADESH,WR
362032_JULWN2_220,MADHYA PRADESH,WR
362033_REWA2_220,MADHYA PRADESH,WR
362034_NEPA2_220,MADHYA PRADESH,WR
362035_DEWAS_220,MADHYA PRADESH,WR
362036_NIMRAN2_220,MADHYA PRADESH,WR
362037_INDSTG2_220,MADHYA PRADESH,WR
362038_RATL2_220,MADHYA PRADESH,WR
362039_NEEMU2_220,MADHYA PRADESH,WR
362040_MALNP2_220,MADHYA PRADESH,WR
362041_MEHGAON2_220,MADHYA PRADESH,WR
362042_INDSZ2_220,MADHYA PRADESH,WR
362043_SEONMP2_220,MADHYA PRADESH,WR
362044_RAJMP2_220,MADHYA PRADESH,WR
362045_BADO2_220,MADHYA PRADESH,WR
362046_OMKSR_220,MADHYA PRADESH,WR
362047_PAND2_220,MADHYA PRADESH,WR
362048_SHIVPURI_220,MADHYA PRADESH,WR
362049_GUNA2_220,MADHYA PRADESH,WR
362050_CHINDWAR_220,MADHYA PRADESH,WR
362052_ASHTA_220,MADHYA PRADESH,WR
362053_CHEGAON_220,MADHYA PRADESH,WR
362054_MAHSHWR_220,MADHYA PRADESH,WR
362055_SARNI_220,MADHYA PRADESH,WR
362056_SABALGRH_220,MADHYA PRADESH,WR
362057_MAHALGN_220,MADHYA PRADESH,WR
362058_SAGAR_220,MADHYA PRADESH,WR
362059_HOSHNGBD_220,MADHYA PRADESH,WR
362060_TIKAMGD_220,MADHYA PRADESH,WR
362061_ANUPPUR_220,MADHYA PRADESH,WR
362062_SIDHI_220,MADHYA PRADESH,WR
362063_BADNAGAR_220,MADHYA PRADESH,WR
362064_BAIRAGAR_220,MADHYA PRADESH,WR
362065_BHOPAL_220,MADHYA PRADESH,WR
362066_BIRSNGPR_220,MADHYA PRADESH,WR
362067_BIRSNG-H_220,MADHYA PRADESH,WR
362068_HANDIYA_220,MADHYA PRADESH,WR
362069_MANDIDEP_220,MADHYA PRADESH,WR
362070_PIPARIYA_220,MADHYA PRADESH,WR
362071_KOTAR_220,MADHYA PRADESH,WR
362072_IND_EAST_220,MADHYA PRADESH,WR
362073_NAGDA-21_220,MADHYA PRADESH,WR
362074_RAJG(B)_220,MADHYA PRADESH,WR
362075_CHATRPR_220,MADHYA PRADESH,WR
362076_VIDISHA_220,MADHYA PRADESH,WR
362077_MALWA_220,MADHYA PRADESH,WR
362078_CHIKHALI_220,MADHYA PRADESH,WR
362079_DALODA_220,MADHYA PRADESH,WR
362080_MAIHAR_220,MADHYA PRADESH,WR
362081_ICHCHAWAR_220,MADHYA PRADESH,WR
362082_JULWANIA-II_220,MADHYA PRADESH,WR
362084_MORENA_220,MADHYA PRADESH,WR
362085_AGAR_220,MADHYA PRADESH,WR
362086_NEEMUCH_220,MADHYA PRADESH,WR
362089_BETULGIS_220,MADHYA PRADESH,WR
362148_SEISUNSHINE_220,MADHYA PRADESH,WR
364001_INDOR4_400,MADHYA PRADESH,WR
364002_BHOPA4_400,MADHYA PRADESH,WR
364003_SATPU4_400,MADHYA PRADESH,WR
364004_BINA4_400,MADHYA PRADESH,WR
364005_NAGDA4_400,MADHYA PRADESH,WR
364006_INDSGR4_400,MADHYA PRADESH,WR
364007_GWALIOR4_400,MADHYA PRADESH,WR
364008_VINDH_W4_400,MADHYA PRADESH,WR
364009_JAB4_400,MADHYA PRADESH,WR
364010_ITA4_400,MADHYA PRADESH,WR
364011_KHAND4_400,MADHYA PRADESH,WR
364012_SATNA_400,MADHYA PRADESH,WR
364013_BINA-PG_400,MADHYA PRADESH,WR
364014_SEONI4_400,MADHYA PRADESH,WR
364015_RAJGARH_400,MADHYA PRADESH,WR
364016_DAMO4_400,MADHYA PRADESH,WR
364017_BRSGPR4_400,MADHYA PRADESH,WR
364018_KATN4_400,MADHYA PRADESH,WR
364019_KHACS1_400,MADHYA PRADESH,WR
364020_KHAC2_400,MADHYA PRADESH,WR
364021_SHUJALPR_400,MADHYA PRADESH,WR
364022_VINDH-IV-V_400,MADHYA PRADESH,WR
364023_INDORE_400,MADHYA PRADESH,WR
364024_SASAN_400,MADHYA PRADESH,WR
364025_VIN-POOL_400,MADHYA PRADESH,WR
364026_JABALPR-POOL_400,MADHYA PRADESH,WR
364027_MAHAN_400,MADHYA PRADESH,WR
364028_JP-BINA_400,MADHYA PRADESH,WR
364029_CHEGAON_400,MADHYA PRADESH,WR
364030_MALWA_400,MADHYA PRADESH,WR
364031_PITHAMPUR_400,MADHYA PRADESH,WR
364032_JULWNIA_400,MADHYA PRADESH,WR
364033_NIGRI_400,MADHYA PRADESH,WR
364034_ANUPPUR_400,MADHYA PRADESH,WR
364035_BHOPAL_STER_400,MADHYA PRADESH,WR
364036_ARYANMP_400,MADHYA PRADESH,WR
364037_CHITRANGI_765,MADHYA PRADESH,WR
364038_JHABUAPOWER_400,MADHYA PRADESH,WR
364041_KHANDWANEW_400,MADHYA PRADESH,WR
364082_BETULGIS_400,MADHYA PRADESH,WR
364083_REWAUMSPP_400,MADHYA PRADESH,WR
364084_MORENA_400,MADHYA PRADESH,WR
364086_NEEMUCH_400,MADHYA PRADESH,WR
368007_GWALIOR_765,MADHYA PRADESH,WR
368012_SATNA_765,MADHYA PRADESH,WR
368013_BINA-PG_765,MADHYA PRADESH,WR
368014_SEONI7_765,MADHYA PRADESH,WR
368023_INDORE_765,MADHYA PRADESH,WR
368024_SASAN_765,MADHYA PRADESH,WR
368025_VIN-POOL_765,MADHYA PRADESH,WR
368026_JABALPR-POOL_765,MADHYA PRADESH,WR
368027_GADARWARAST_765,MADHYA PRADESH,WR
368035_BHOPAL_STER_765,MADHYA PRADESH,WR
368039_DWARKESH_400,MADHYA PRADESH,WR
368040_KHARGONE_400,MADHYA PRADESH,WR
368041_KHANDWANEW_765,MADHYA PRADESH,WR
368083_DHANWAHI_765,MADHYA PRADESH,WR
368084_MORENA_765,MADHYA PRADESH,WR
371001_MALKP1_132,MAHARASHTRA,WR
371002_PARLI1_132,MAHARASHTRA,WR
371003_AMRAV1_132,MAHARASHTRA,WR
371004_NAGPR1_132,MAHARASHTRA,WR
371005_PARAS1_132,MAHARASHTRA,WR
371006_BHUSA1_132,MAHARASHTRA,WR
371007_AMBAZ1_132,MAHARASHTRA,WR
371008_AHMED1_132,MAHARASHTRA,WR
371009_BABLE1_132,MAHARASHTRA,WR
371010_NAGPR2_132,MAHARASHTRA,WR
371011_HINGNA_132,MAHARASHTRA,WR
371012_BESA1_132,MAHARASHTRA,WR
371013_HINGN1_132,MAHARASHTRA,WR
371014_KANHA1_132,MAHARASHTRA,WR
371015_BHAND1_132,MAHARASHTRA,WR
371016_BEED1_132,MAHARASHTRA,WR
371017_AKOLA1_132,MAHARASHTRA,WR
371018_PADEGN_132,MAHARASHTRA,WR
371019_ALEPHATA_132,MAHARASHTRA,WR
371020_BARAMATI_132,MAHARASHTRA,WR
371021_BOISAR_132,MAHARASHTRA,WR
371022_CHALISG_132,MAHARASHTRA,WR
371023_CHINCWAD_132,MAHARASHTRA,WR
371024_CHITEGN_132,MAHARASHTRA,WR
371025_CHIKHLI_132,MAHARASHTRA,WR
371026_DHULE_132,MAHARASHTRA,WR
371027_DONDAICH_132,MAHARASHTRA,WR
371028_DOMBIVLI_132,MAHARASHTRA,WR
371029_GADCHNDR_132,MAHARASHTRA,WR
371030_HIRANGL_132,MAHARASHTRA,WR
371031_JALNA_132,MAHARASHTRA,WR
371032_JEUR_132,MAHARASHTRA,WR
371033_KAULWAD_132,MAHARASHTRA,WR
371034_KANDALGN_132,MAHARASHTRA,WR
371035_KHAREPTN_132,MAHARASHTRA,WR
371036_KURKUMB_132,MAHARASHTRA,WR
371037_LONAND_132,MAHARASHTRA,WR
371038_MALEGAON_132,MAHARASHTRA,WR
371039_MALINAG_132,MAHARASHTRA,WR
371040_MIRAJ_132,MAHARASHTRA,WR
371041_NANDED_132,MAHARASHTRA,WR
371042_NASIK_132,MAHARASHTRA,WR
371043_PANDHRPR_132,MAHARASHTRA,WR
371044_PARBHANI_132,MAHARASHTRA,WR
371045_PETH_132,MAHARASHTRA,WR
371046_PHURSUNG_132,MAHARASHTRA,WR
371047_PUSAD_132,MAHARASHTRA,WR
371048_RAJANGN_132,MAHARASHTRA,WR
371049_SATANA_132,MAHARASHTRA,WR
371050_SHOLAPR_132,MAHARASHTRA,WR
371051_THEUR_132,MAHARASHTRA,WR
371052_VIRUR_132,MAHARASHTRA,WR
371053_WARDHA_132,MAHARASHTRA,WR
371054_SHAHADA_132,MAHARASHTRA,WR
371055_RAYMOND_132,MAHARASHTRA,WR
371056_SUN-FLEG_132,MAHARASHTRA,WR
371057_KALMSHWR_132,MAHARASHTRA,WR
