Transformer,Node From,Node To,kV.From,kV.To,Rating,Resistance,Reactance,Status
532610_531611_1_tfmr,532610_KANHIROD2A_220,531611_KANHIROD1B_110,220,110,160,0.00319,0.06386,1
532610_531611_2_tfmr,532610_KANHIROD2A_220,531611_KANHIROD1B_110,220,110,160,0.00319,0.06386,1
532853_531617_1_tfmr,532853_KUNMGLM2_220,531617_KUNMGLM1_110,220,110,100,0.0063,0.125,1
532853_531617_2_tfmr,532853_KUNMGLM2_220,531617_KUNMGLM1_110,220,110,100,0.0063,0.125,1
532855_531622_1_tfmr,532855_KAKKAYAM2_220,531622_KAKKAYAM1B_110,220,110,400,0.00138,0.02752,1
532858_531640_1_tfmr,532858_MUNDAYAD2_220,531640_MUNDAYAD1_110,220,110,100,0.00525,0.10497,1
532858_531640_2_tfmr,532858_MUNDAYAD2_220,531640_MUNDAYAD1_110,220,110,100,0.00525,0.10497,1
532957_531852_1_tfmr,532957_ELAMKUR2_220,531852_ELAMKUR1_110,220,110,100,0.00525,0.10497,1
532957_531852_2_tfmr,532957_ELAMKUR2_220,531852_ELAMKUR1_110,220,110,100,0.00525,0.10497,1
532857_531857_1_tfmr,532857_NELESWRM2_220,531857_NELESWRM1_110,220,110,100,0.0047,0.09398,1
532857_531857_2_tfmr,532857_NELESWRM2_220,531857_NELESWRM1_110,220,110,100,0.0047,0.09398,1
532859_531859_1_tfmr,532859_THALASRY2_220,531859_THALASRY21_110,220,110,100,0.00525,0.10497,1
532859_531859_2_tfmr,532859_THALASRY2_220,531859_THALASRY21_110,220,110,100,0.00525,0.10497,1
544002_541002_1_tfmr,544002_MADR_400,541002_SPBUDR1_110,400,110,200,0,0.05,1
544003_541003_1_tfmr,544003_SALE_400,541003_SALEM1_110,400,110,200,0,0.05,1
542044_541044_1_tfmr,542044_MYLADUR2_230,541044_KUTALAMGAS1_110,230,110,150,0,0.06666,1
542046_541046_1_tfmr,542046_NEYVELITS12_230,541046_NEYVELITS1_110,230,110,150,0,0.06666,1
542046_541046_2_tfmr,542046_NEYVELITS12_230,541046_NEYVELITS1_110,230,110,150,0,0.06666,1
542058_541058_1_tfmr,542058_INGUR2_230,541058_INGUR1_110,230,110,150,0,0.06666,1
542058_541058_2_tfmr,542058_INGUR2_230,541058_INGUR1_110,230,110,50,0,0.2,0
542058_541058_3_tfmr,542058_INGUR2_230,541058_INGUR1_110,230,110,50,0,0.2,0
542070_541070_1_tfmr,542070_TUDIALR2_230,541070_TUDYLR1_110,230,110,300,0,0.03125,1
542070_541070_2_tfmr,542070_TUDIALR2_230,541070_TUDYLR1_110,230,110,100,0,0.125,0
544090_541090_1_tfmr,544090_SVCHTRM_400,541090_SVCHTRM1_110,400,110,400,0,0.03125,1
542112_541105_1_tfmr,542112_VALUTHUR2_230,541105_RAMNDIPPGAS1_110,230,110,200,0,0.06666,1
542067_541106_1_tfmr,542067_TIRUVARUR2_230,541106_KOVILKLPLGAS_110,230,110,150,0,0.06666,1
542067_541107_1_tfmr,542067_TIRUVARUR2_230,541107_KRAIKL1_110,230,110,100,0,0.125,1
542112_541112_1_tfmr,542112_VALUTHUR2_230,541112_VALUTHURGAS1_110,230,110,200,0,0.06666,1
542119_541119_1_tfmr,542119_PNPRM-W_230,541119_PONNAPRM_110,230,110,100,0,1e-04,0
112238_111101_1_tfmr,112238_MIRBAZAR_220,111101_MIRBAZAR_132,220,132,160,0,0.125,1
112238_111101_2_tfmr,112238_MIRBAZAR_220,111101_MIRBAZAR_132,220,132,160,0,0.125,1
112203_111102_1_tfmr,112203_RAMBAN_220,111102_RAMBAN_132,220,132,160,0,0.078128,0
112203_111102_2_tfmr,112203_RAMBAN_220,111102_RAMBAN_132,220,132,160,0,0.078125,0
112200_111106_1_tfmr,112200_ZAINKOTE2_220,111106_ZAINAKOT_132,220,132,150,0,0.0832,1
112200_111106_2_tfmr,112200_ZAINKOTE2_220,111106_ZAINAKOT_132,220,132,150,0,0.0832,1
112200_111106_3_tfmr,112200_ZAINKOTE2_220,111106_ZAINAKOT_132,220,132,150,0,0.0832,1
112237_111108_1_tfmr,112237_UDAMPUR2_220,111108_UDAMPUR1_132,220,132,240,0,0.052,1
112205_111111_1_tfmr,112205_ALESTENG_220,111111_AULSTENG_132,220,132,160,0,0.078125,1
112205_111111_2_tfmr,112205_ALESTENG_220,111111_AULSTENG_132,220,132,160,0,0.078125,1
112233_111118_1_tfmr,112233_BUDGAM_220,111118_BEMINA1_132,220,132,160,0.00624,0.079375,0
112233_111120_1_tfmr,112233_BUDGAM_220,111120_RAWALPURA1_132,220,132,160,0.00624,0.079375,0
112224_111123_1_tfmr,112224_BARN2_220,111123_BARN1_132,220,132,320,1e-04,0.039,1
112202_111129_1_tfmr,112202_PAMPORE2_220,111129_PAMPORE1_132,220,132,150,0,0.0834,1
112202_111129_2_tfmr,112202_PAMPORE2_220,111129_PAMPORE1_132,220,132,150,0,0.0834,1
112202_111129_3_tfmr,112202_PAMPORE2_220,111129_PAMPORE1_132,220,132,150,0,0.0834,1
112204_111137_1_tfmr,112204_JAMMU2_220,111137_GLADINI1_132,220,132,560,1e-05,0.02232,1
112236_111140_1_tfmr,112236_HIRANAGAR2_220,111140_HERANAGAR1_132,220,132,320,1e-05,0.039,1
122205_121106_1_tfmr,122205_CHHAUR_220,121106_CHHAUR_132,220,132,100,0,0.125,1
122208_121107_1_tfmr,122208_KUNIHAR2_220,121107_KUNIHAR1_132,220,132,160,0,0.078125,1
122208_121107_2_tfmr,122208_KUNIHAR2_220,121107_KUNIHAR1_132,220,132,100,1e-05,0.125,1
122210_121110_1_tfmr,122210_HAMIRPUR_220,121110_HAMIRP-1_132,220,132,160,0,0.0781,1
122212_121112_1_tfmr,122212_MAJRI2_220,121112_GIRI1_132,220,132,100,0,0.1002,1
122920_121120_1_tfmr,122920_JASSOR2_220,121120_JASSOR1_132,220,132,150,0,0.0693,1
122201_121124_1_tfmr,122201_KANGOO2_220,121124_KANGO1_132,220,132,80,0,0.15625,1
122201_121124_2_tfmr,122201_KANGOO2_220,121124_KANGO1_132,220,132,80,0,0.15625,1
122201_121126_1_tfmr,122201_KANGOO2_220,121126_KNGO_SPL_132,220,132,100,1e-05,0.13096,0
132211_131111_1_tfmr,132211_FEROZPUR_220,131111_FEROZPUR21_132,220,132,100,1e-05,0.125,1
132211_131111_2_tfmr,132211_FEROZPUR_220,131111_FEROZPUR21_132,220,132,100,1e-05,0.125,1
132213_131113_1_tfmr,132213_MAHILPUR_220,131113_MAHILPUR21_132,220,132,100,1e-05,0.125,1
132213_131113_2_tfmr,132213_MAHILPUR_220,131113_MAHILPUR21_132,220,132,100,1e-05,0.125,1
132220_131120_1_tfmr,132220_SARNA_220,131120_SARNA21_132,220,132,100,0,0.125,1
132222_131121_1_tfmr,132222_WADALAGRANTH_220,131121_WADALAGRAN21_132,220,132,100,0,0.125,1
132222_131121_2_tfmr,132222_WADALAGRANTH_220,131121_WADALAGRAN21_132,220,132,100,0,0.125,1
132224_131124_1_tfmr,132224_VERPAL_220,131124_VERPAL21_132,220,132,100,1e-05,0.125,1
132224_131124_2_tfmr,132224_VERPAL_220,131124_VERPAL21_132,220,132,100,0,0.125,1
132224_131124_3_tfmr,132224_VERPAL_220,131124_VERPAL21_132,220,132,100,0,0.125,1
132226_131126_1_tfmr,132226_MOGA-PS_220,131126_MOGA21_132,220,132,100,1e-05,0.125,1
132226_131126_2_tfmr,132226_MOGA-PS_220,131126_MOGA21_132,220,132,100,1e-05,0.125,1
132226_131126_3_tfmr,132226_MOGA-PS_220,131126_MOGA21_132,220,132,100,0,0.125,1
132227_131127_1_tfmr,132227_PATTI_220,131127_PATTI21_132,220,132,100,1e-05,0.125,1
182224_131129_1_tfmr,182224_JALANDHAR-BB_220,131129_JALANDHAR21_132,220,132,90,0,0.1378,1
182224_131129_2_tfmr,182224_JALANDHAR-BB_220,131129_JALANDHAR21_132,220,132,90,0,0.1378,1
182224_131129_3_tfmr,182224_JALANDHAR-BB_220,131129_JALANDHAR21_132,220,132,100,0,0.1243,1
132233_131130_1_tfmr,132233_CIVILINE_220,131130_AMRITSAR21_132,220,132,100,1e-05,0.125,1
132232_131133_1_tfmr,132232_ROPAR_220,131133_ROPAR21_132,220,132,100,0,0.125,1
132232_131133_2_tfmr,132232_ROPAR_220,131133_ROPAR21_132,220,132,100,0,0.125,1
132231_131134_1_tfmr,132231_GORAYA_220,131134_GORAYA21_132,220,132,100,0,0.125,1
132231_131134_2_tfmr,132231_GORAYA_220,131134_GORAYA21_132,220,132,100,0,0.125,1
132239_131139_1_tfmr,132239_MUKTSAR_220,131139_MUKATSAR21_132,220,132,100,1e-05,0.125,1
132239_131139_2_tfmr,132239_MUKTSAR_220,131139_MUKATSAR21_132,220,132,100,1e-05,0.125,1
132239_131139_3_tfmr,132239_MUKTSAR_220,131139_MUKATSAR21_132,220,132,100,1e-05,0.125,1
132240_131140_1_tfmr,132240_SULTANPUR_220,131140_SULTANPUR21_132,220,132,100,1e-05,0.125,1
132240_131140_2_tfmr,132240_SULTANPUR_220,131140_SULTANPUR21_132,220,132,100,1e-05,0.125,1
182228_131144_1_tfmr,182228_JAMALPUR_220,131144_JAMALPUR21_132,220,132,100,0,0.118,1
182228_131144_2_tfmr,182228_JAMALPUR_220,131144_JAMALPUR21_132,220,132,100,0,0.118,1
132247_131147_1_tfmr,132247_BATHINDA_220,131147_BHATINDA21_132,220,132,100,1e-05,0.125,1
132247_131147_2_tfmr,132247_BATHINDA_220,131147_BHATINDA21_132,220,132,100,1e-05,0.125,1
132259_131151_1_tfmr,132259_SADIQ_220,131151_SADIQ_132,220,132,100,0,0.125,1
132208_131608_1_tfmr,132208_KARTARPUR_220,131608_KARTARPUR21_132,220,132,100,0,0.125,1
132280_131680_1_tfmr,132280_TALWANDISABO_220,131680_TALWANDISABO_132,220,132,100,0,0.125,1
132280_131680_2_tfmr,132280_TALWANDISABO_220,131680_TALWANDISABO_132,220,132,100,0,0.125,1
142217_140001_1_tfmr,142217_BAHDURG2_220,140001_BAHADURG_132,220,132,100,1e-05,0.125,1
142217_140001_2_tfmr,142217_BAHDURG2_220,140001_BAHADURG_132,220,132,100,1e-05,0.125,1
142217_140001_3_tfmr,142217_BAHDURG2_220,140001_BAHADURG_132,220,132,100,1e-05,0.125,1
182231_141031_1_tfmr,182231_NARELA_BB_220,141031_NARELA_BB_132,220,132,50,0,0.2674,1
182231_141031_2_tfmr,182231_NARELA_BB_220,141031_NARELA_BB_132,220,132,100,0,0.14,1
142200_141100_1_tfmr,142200_JIND_220,141100_JIND_132,220,132,100,1e-05,0.125,1
142200_141100_2_tfmr,142200_JIND_220,141100_JIND_132,220,132,100,1e-05,0.125,1
142200_141100_3_tfmr,142200_JIND_220,141100_JIND_132,220,132,100,1e-05,0.125,1
142202_141102_1_tfmr,142202_SAFIDON_220,141102_SAFIDON_132,220,132,100,1e-05,0.125,1
142202_141102_2_tfmr,142202_SAFIDON_220,141102_SAFIDON_132,220,132,100,1e-05,0.125,1
142206_141106_1_tfmr,142206_NISSING_220,141106_NISSING_132,220,132,100,1e-05,0.125,1
142206_141106_2_tfmr,142206_NISSING_220,141106_NISSING_132,220,132,100,1e-05,0.125,1
142206_141106_3_tfmr,142206_NISSING_220,141106_NISSING_132,220,132,100,1e-05,0.125,1
142207_141108_1_tfmr,142207_BHUNA_220,141108_BHUNNA_132,220,132,100,1e-05,0.125,1
142207_141108_2_tfmr,142207_BHUNA_220,141108_BHUNNA_132,220,132,100,1e-05,0.125,1
142209_141109_1_tfmr,142209_SONEPAT_220,141109_SONEPAT_132,220,132,100,1e-05,0.125,1
142209_141109_2_tfmr,142209_SONEPAT_220,141109_SONEPAT_132,220,132,100,1e-05,0.125,1
142209_141109_3_tfmr,142209_SONEPAT_220,141109_SONEPAT_132,220,132,100,1e-05,0.125,1
182208_141110_1_tfmr,182208_KURUKSHETRA_220,141110_KURUKSHETRA1_132,220,132,45,0,0.16733,1
182208_141110_2_tfmr,182208_KURUKSHETRA_220,141110_KURUKSHETRA1_132,220,132,45,0,0.16444,1
182208_141110_3_tfmr,182208_KURUKSHETRA_220,141110_KURUKSHETRA1_132,220,132,50,0,0.1398,1
182208_141110_4_tfmr,182208_KURUKSHETRA_220,141110_KURUKSHETRA1_132,220,132,50,0,0.1398,1
142242_141111_1_tfmr,142242_KIRORI_220,141111_KIRORI_132,220,132,100,0,0.125,1
142242_141111_2_tfmr,142242_KIRORI_220,141111_KIRORI_132,220,132,100,0,0.125,1
142213_141113_1_tfmr,142213_REWARI_220,141113_REWARI_132,220,132,100,1e-05,0.125,1
142213_141113_2_tfmr,142213_REWARI_220,141113_REWARI_132,220,132,100,1e-05,0.125,1
142213_141113_3_tfmr,142213_REWARI_220,141113_REWARI_132,220,132,150,0,0.125,1
142214_141114_1_tfmr,142214_NARNAUL_220,141114_NARNAUL_132,220,132,100,1e-05,0.125,1
142214_141114_2_tfmr,142214_NARNAUL_220,141114_NARNAUL_132,220,132,100,1e-05,0.125,1
142215_141115_1_tfmr,142215_NARWANA_220,141115_NARWANA_132,220,132,100,1e-05,0.125,1
142215_141115_2_tfmr,142215_NARWANA_220,141115_NARWANA_132,220,132,100,1e-05,0.125,1
142215_141115_3_tfmr,142215_NARWANA_220,141115_NARWANA_132,220,132,100,1e-05,0.125,1
182200_141116_1_tfmr,182200_PANIPAT_220,141116_SEWAH_132,220,132,100,1e-05,0.1016,1
182200_141116_2_tfmr,182200_PANIPAT_220,141116_SEWAH_132,220,132,100,1e-05,0.1062,1
142218_141118_1_tfmr,142218_MAHINDERGARH_220,141118_MOHINDERGARH_132,220,132,100,1e-05,0.125,1
142218_141118_2_tfmr,142218_MAHINDERGARH_220,141118_MOHINDERGARH_132,220,132,100,1e-05,0.125,1
182221_141121_1_tfmr,182221_HISAR-BB_220,141121_HISAR_132,220,132,100,0,0.1132,1
182221_141121_2_tfmr,182221_HISAR-BB_220,141121_HISAR_132,220,132,100,0,0.1213,1
182221_141121_3_tfmr,182221_HISAR-BB_220,141121_HISAR_132,220,132,100,0,0.1304,0
142223_141123_1_tfmr,142223_SIRSA_220,141123_SIRSA_132,220,132,100,1e-05,0.125,1
142223_141123_2_tfmr,142223_SIRSA_220,141123_SIRSA_132,220,132,100,1e-05,0.125,1
142247_141124_1_tfmr,142247_BAPORA_220,141124_BAPORA_132,220,132,100,1e-05,0.125,1
142247_141124_2_tfmr,142247_BAPORA_220,141124_BAPORA_132,220,132,100,1e-05,0.125,1
142247_141124_3_tfmr,142247_BAPORA_220,141124_BAPORA_132,220,132,100,1e-05,0.125,1
142248_141125_1_tfmr,142248_JINDALSTEEL_220,141125_JINDALSTEEL_132,220,132,100,1e-05,0.125,1
142226_141126_1_tfmr,142226_FATEHABAD_220,141126_FATEHABAD21_132,220,132,100,1e-05,0.125,1
142226_141126_2_tfmr,142226_FATEHABAD_220,141126_FATEHABAD21_132,220,132,100,1e-05,0.125,1
142226_141126_3_tfmr,142226_FATEHABAD_220,141126_FATEHABAD21_132,220,132,100,1e-05,0.125,1
142228_141128_1_tfmr,142228_RANIA_220,141128_RANIA_132,220,132,100,1e-05,0.125,1
142228_141128_2_tfmr,142228_RANIA_220,141128_RANIA_132,220,132,100,1e-05,0.125,1
142211_141129_1_tfmr,142211_PANIPAT_OLD_220,141129_PTPS_132,220,132,100,0,0.125,1
142211_141129_2_tfmr,142211_PANIPAT_OLD_220,141129_PTPS_132,220,132,100,0,0.125,1
142230_141130_1_tfmr,142230_ROHTAK_220,141130_ROHTAK_132,220,132,100,1e-05,0.125,1
142230_141130_2_tfmr,142230_ROHTAK_220,141130_ROHTAK_132,220,132,100,1e-05,0.125,0
142230_141130_3_tfmr,142230_ROHTAK_220,141130_ROHTAK_132,220,132,100,1e-05,0.125,1
142230_141130_4_tfmr,142230_ROHTAK_220,141130_ROHTAK_132,220,132,100,1e-05,0.125,1
142231_141131_1_tfmr,142231_KARNAL_220,141131_KARNAL_132,220,132,100,1e-05,0.125,1
142231_141131_2_tfmr,142231_KARNAL_220,141131_KARNAL_132,220,132,50,1e-05,0.25,1
142231_141131_3_tfmr,142231_KARNAL_220,141131_KARNAL_132,220,132,50,1e-05,0.25,1
142231_141131_4_tfmr,142231_KARNAL_220,141131_KARNAL_132,220,132,50,1e-05,0.25,1
142234_141134_1_tfmr,142234_IA-HISAR_220,141134_IA-HISAR_132,220,132,100,1e-05,0.125,1
142234_141134_2_tfmr,142234_IA-HISAR_220,141134_IA-HISAR_132,220,132,50,1e-05,0.25,1
142237_141137_1_tfmr,142237_UNISPUR_220,141137_UNISPUR_132,220,132,100,1e-05,0.125,1
142237_141137_2_tfmr,142237_UNISPUR_220,141137_UNISPUR_132,220,132,100,1e-05,0.125,1
142298_141141_1_tfmr,142298_PEHOWA_220,141141_PEHOWA_132,220,132,100,1e-05,0.125,1
142298_141141_2_tfmr,142298_PEHOWA_220,141141_PEHOWA_132,220,132,100,1e-05,0.125,1
142298_141141_3_tfmr,142298_PEHOWA_220,141141_PEHOWA_132,220,132,100,1e-05,0.125,1
142241_141142_1_tfmr,142241_CHEEKA_220,141142_CHEEKA21_132,220,132,100,1e-05,0.125,1
142241_141142_2_tfmr,142241_CHEEKA_220,141142_CHEEKA21_132,220,132,100,1e-05,0.125,1
142241_141142_3_tfmr,142241_CHEEKA_220,141142_CHEEKA21_132,220,132,100,1e-05,0.125,1
142216_141143_1_tfmr,142216_KAITHAL_220,141143_KAITHAL_132,220,132,100,1e-05,0.125,1
142216_141143_2_tfmr,142216_KAITHAL_220,141143_KAITHAL_132,220,132,100,1e-05,0.125,1
142216_141143_3_tfmr,142216_KAITHAL_220,141143_KAITHAL_132,220,132,100,1e-05,0.125,1
142245_141145_1_tfmr,142245_ISHERWAL_220,141145_ISHERWAL_132,220,132,100,0,0.125,1
142245_141145_2_tfmr,142245_ISHERWAL_220,141145_ISHERWAL_132,220,132,100,0,0.125,1
142246_141146_1_tfmr,142246_MASUDPUR_220,141146_MASUDPUR_132,220,132,100,0,0.125,1
142250_141156_1_tfmr,142250_BASTARA_220,141156_BASTARA_132,220,132,100,0,0.125,1
142250_141156_2_tfmr,142250_BASTARA_220,141156_BASTARA_132,220,132,100,0,0.125,1
142251_141173_1_tfmr,142251_KAUL_220,141173_KAUL_132,220,132,100,0,0.125,1
142251_141173_2_tfmr,142251_KAUL_220,141173_KAUL_132,220,132,100,0,0.125,1
142254_141176_1_tfmr,142254_SAMALKHA_220,141176_SAMALKHA21_132,220,132,100,0,0.125,1
142254_141176_2_tfmr,142254_SAMALKHA_220,141176_SAMALKHA21_132,220,132,100,0,0.125,1
142252_141183_1_tfmr,142252_MOHANA_220,141183_MOHANA_132,220,132,100,0,0.125,1
142299_141198_1_tfmr,142299_DURALA_220,141198_DURALA1_132,220,132,100,1e-05,0.125,1
142299_141198_2_tfmr,142299_DURALA_220,141198_DURALA1_132,220,132,100,1e-05,0.125,1
142263_141199_1_tfmr,142263_NUHIYANWALI_220,141199_NUHIYANWALI_132,220,132,100,1e-05,0.125,1
142263_141199_2_tfmr,142263_NUHIYANWALI_220,141199_NUHIYANWALI_132,220,132,100,1e-05,0.125,1
142272_141309_1_tfmr,142272_BHADANA_220,141309_BHADANA_132,220,132,100,0,0.125,1
142272_141309_2_tfmr,142272_BHADANA_220,141309_BHADANA_132,220,132,100,0,0.125,1
142256_141608_1_tfmr,142256_CHHAJPUR_220,141608_CHHAJPUR_132,220,132,100,1e-05,0.125,1
142256_141608_2_tfmr,142256_CHHAJPUR_220,141608_CHHAJPUR_132,220,132,100,1e-05,0.125,1
142253_141615_1_tfmr,142253_SAMPLA_220,141615_SAMPLA_132,220,132,200,0,0.0625,1
142253_141615_2_tfmr,142253_SAMPLA_220,141615_SAMPLA_132,220,132,200,0,0.0625,1
142257_141620_1_tfmr,142257_CHORMAR_220,141620_CHORMAR_132,220,132,100,1e-05,0.125,1
142260_141626_1_tfmr,142260_DHANONDA_220,141626_DHANONDA_132,220,132,100,0,0.125,1
142264_141634_1_tfmr,142264_BATTA_220,141634_BATTA_132,220,132,100,0,0.125,0
142265_141650_1_tfmr,142265_SAGWAN_220,141650_SAGWAN_132,220,132,100,0,0.125,1
142261_141661_1_tfmr,142261_DADHIBANA_220,141661_DADHIBANA_132,220,132,100,0,0.125,1
142262_141662_1_tfmr,142262_LULAAHIR_220,141662_LULAAHIR_132,220,132,100,1e-05,0.125,1
182210_141688_1_tfmr,182210_CHARKHIDADRI_220,141688_DADR2-HS_132,220,132,100,1e-05,0.1,1
182210_141688_2_tfmr,182210_CHARKHIDADRI_220,141688_DADR2-HS_132,220,132,100,1e-05,0.12,1
142232_141689_1_tfmr,142232_NUNAMAJRA_220,141689_NUNAMAJR_132,220,132,100,0,0.125,1
142232_141689_2_tfmr,142232_NUNAMAJRA_220,141689_NUNAMAJR_132,220,132,100,0,0.125,1
162007_161008_1_tfmr,162007_DAUSA_220,161008_DAUSA1_132,220,132,100,0.005,0.0999,1
162007_161008_2_tfmr,162007_DAUSA_220,161008_DAUSA1_132,220,132,100,0.005,0.0999,1
162281_161014_1_tfmr,162281_ASPUR_220,161014_ASPUR-21_132,220,132,100,0.005,0.0999,1
162324_161020_1_tfmr,162324_BADNU_220,161020_BADNU1_132,220,132,100,0,0.125,1
162282_161036_1_tfmr,162282_BAP_2_220,161036_BAP1_132,220,132,160,0.0031,0.0624,1
162282_161036_2_tfmr,162282_BAP_2_220,161036_BAP1_132,220,132,160,0.0031,0.0624,1
162284_161037_1_tfmr,162284_BARLI_2_220,161037_BARLI-21_132,220,132,100,0.005,0.0999,1
162285_161047_1_tfmr,162285_BHADLA-S_220,161047_BHADLA_132,220,132,160,0.0031,0.0624,0
162286_161049_1_tfmr,162286_BHADRA_220,161049_BHADRA_132,220,132,100,0.005,0.0999,1
162287_161050_1_tfmr,162287_BHADWASI_220,161050_BHADWASI_132,220,132,100,0.005,0.0999,0
162290_161070_1_tfmr,162290_BUNDI_220,161070_BUNDI-21_132,220,132,100,0.005,0.0999,1
162328_161071_1_tfmr,162328_CHAKSU_220,161071_CHAKSU_132,220,132,160,0,0.07813,1
162291_161078_1_tfmr,162291_CHIRAWA_220,161078_CHIRAWA_132,220,132,100,0.005,0.0999,1
162292_161090_1_tfmr,162292_DEBARI_220,161090_DEBARI1_132,220,132,350,0.002,0.04,1
162293_161091_1_tfmr,162293_DECHU_220,161091_DECHU-21_132,220,132,100,0.005,0.0999,1
162293_161091_2_tfmr,162293_DECHU_220,161091_DECHU-21_132,220,132,100,0.005,0.0999,1
162200_161100_1_tfmr,162200_MERTA-42_220,161100_MERTA_132,220,132,250,0.002,0.04,1
162201_161101_1_tfmr,162201_BHIWA-RS_220,161101_BHIWADI-2_132,220,132,100,0.005,0.1003,1
162201_161101_2_tfmr,162201_BHIWA-RS_220,161101_BHIWADI-2_132,220,132,100,0.005,0.1003,1
162201_161101_3_tfmr,162201_BHIWA-RS_220,161101_BHIWADI-2_132,220,132,100,0.005,0.1003,1
162202_161102_1_tfmr,162202_NAGAUR-S_220,161102_NAGAUR1_132,220,132,100,0.005,0.1003,1
162202_161102_2_tfmr,162202_NAGAUR-S_220,161102_NAGAUR1_132,220,132,100,0.005,0.1003,1
162289_161103_1_tfmr,162289_BHINM-RS_220,161103_BHINMAL1_132,220,132,100,0.005,0.1003,1
162289_161103_2_tfmr,162289_BHINM-RS_220,161103_BHINMAL1_132,220,132,100,0.005,0.1003,1
162205_161105_1_tfmr,162205_KUKAS_220,161105_KUKAS1_132,220,132,100,0.005,0.0999,1
162205_161105_2_tfmr,162205_KUKAS_220,161105_KUKAS1_132,220,132,100,0.005,0.0999,1
162316_161108_1_tfmr,162316_RATANGAR_220,161108_RATANGARH_132,220,132,100,0.0033,0.0664,1
162316_161108_2_tfmr,162316_RATANGAR_220,161108_RATANGARH_132,220,132,100,0.0033,0.0664,1
162209_161109_1_tfmr,162209_ALWAR_220,161109_ALWAR1_132,220,132,100,0.005,0.0999,1
162209_161109_2_tfmr,162209_ALWAR_220,161109_ALWAR1_132,220,132,100,0.005,0.0999,1
162209_161109_3_tfmr,162209_ALWAR_220,161109_ALWAR1_132,220,132,100,0.005,0.0999,1
162211_161111_1_tfmr,162211_HIRAPURA_220,161111_JAIPUR1_132,220,132,100,0.005,0.0999,1
162211_161111_2_tfmr,162211_HIRAPURA_220,161111_JAIPUR1_132,220,132,100,0.005,0.0999,1
162211_161111_3_tfmr,162211_HIRAPURA_220,161111_JAIPUR1_132,220,132,100,0.005,0.0999,1
162211_161111_4_tfmr,162211_HIRAPURA_220,161111_JAIPUR1_132,220,132,100,0.005,0.0999,1
162212_161112_1_tfmr,162212_REENGUS_220,161112_REENGUS1_132,220,132,150,0.005,0.0666,1
162213_161113_1_tfmr,162213_KHETRI_220,161113_KHETRI1_132,220,132,100,0.005,0.0999,1
162213_161113_2_tfmr,162213_KHETRI_220,161113_KHETRI1_132,220,132,100,0.005,0.0999,1
162213_161113_3_tfmr,162213_KHETRI_220,161113_KHETRI1_132,220,132,100,0.005,0.0999,1
162214_161114_1_tfmr,162214_AJMER_220,161114_AJMER1_132,220,132,100,0.005,0.0999,1
162214_161114_2_tfmr,162214_AJMER_220,161114_AJMER1_132,220,132,100,0.005,0.0999,1
162215_161115_1_tfmr,162215_PHULERA_220,161115_PHULERA1_132,220,132,150,0.0033,0.0666,1
162217_161116_1_tfmr,162217_BHILWA-2_220,161116_BHILWARA_132,220,132,100,0.005,0.0999,1
162217_161116_2_tfmr,162217_BHILWA-2_220,161116_BHILWARA_132,220,132,100,0.005,0.0999,1
162314_161117_1_tfmr,162314_RAMGARH_220,161117_RAMGARH21_132,220,132,100,0.005,0.0999,1
162219_161118_1_tfmr,162219_BEAWAR_220,161118_BEAWAR1_132,220,132,250,0.002,0.04,1
162210_161119_1_tfmr,162210_BHTRATPU_220,161119_BHARATPUR-21_132,220,132,100,0.005,0.0999,1
162210_161119_2_tfmr,162210_BHTRATPU_220,161119_BHARATPUR-21_132,220,132,100,0.005,0.0999,1
162268_161121_1_tfmr,162268_DHOLPU-2_220,161121_DHOLPUR1_132,220,132,150,0.0033,0.0666,1
162216_161125_1_tfmr,162216_BARMER_220,161125_BARME-21_132,220,132,100,0.005,0.0999,1
162224_161126_1_tfmr,162224_KOTPU-RS_220,161126_KOTPUTLI_132,220,132,250,0.002,0.04,1
162227_161127_1_tfmr,162227_NIMBHERA_220,161127_NIMBHER1_132,220,132,100,0.005,0.0999,1
162227_161127_2_tfmr,162227_NIMBHERA_220,161127_NIMBHER1_132,220,132,100,0.005,0.0999,1
162223_161128_1_tfmr,162223_JHUNJHUN_220,161128_JHUNJHUN_132,220,132,100,0.005,0.1003,1
162223_161128_2_tfmr,162223_JHUNJHUN_220,161128_JHUNJHUN_132,220,132,100,0.005,0.1003,1
162228_161129_1_tfmr,162228_CHITTAUR_220,161129_CHITTORG_132,220,132,100,0.005,0.1003,1
162228_161129_2_tfmr,162228_CHITTAUR_220,161129_CHITTORG_132,220,132,100,0.005,0.1003,1
162238_161130_1_tfmr,162238_TINWARI-WS_220,161130_TINWARI1_132,220,132,100,0.005,0.0999,1
162238_161130_2_tfmr,162238_TINWARI-WS_220,161130_TINWARI1_132,220,132,100,0.005,0.0999,1
162230_161131_1_tfmr,162230_SIROHI_220,161131_SIROHI1_132,220,132,100,0.005,0.0999,1
162230_161131_2_tfmr,162230_SIROHI_220,161131_SIROHI1_132,220,132,100,0.005,0.0999,1
162233_161132_1_tfmr,162233_JODHPU-2_220,161132_JODHP-21_132,220,132,100,0.005,0.0999,1
162233_161132_2_tfmr,162233_JODHPU-2_220,161132_JODHP-21_132,220,132,100,0.005,0.0999,1
162233_161132_3_tfmr,162233_JODHPU-2_220,161132_JODHP-21_132,220,132,100,0.005,0.0999,1
