Transformer,Node From,Node To,kV.From,kV.To,Rating,Resistance,Reactance,Status
162231_161133_1_tfmr,162231_BALOTRA_220,161133_BALOTRA1_132,220,132,150,0.0033,0.0666,1
162234_161134_1_tfmr,162234_SANGANER_220,161134_SANGANER_132,220,132,100,0.005,0.1003,1
162234_161134_2_tfmr,162234_SANGANER_220,161134_SANGANER_132,220,132,100,0.005,0.1003,1
162232_161135_1_tfmr,162232_MODAK_220,161135_MODAK1_132,220,132,150,0.0033,0.0666,1
162236_161136_1_tfmr,162236_NEEMR-RS_220,161136_NEEMRANA_132,220,132,100,0.005,0.0999,1
162236_161136_2_tfmr,162236_NEEMR-RS_220,161136_NEEMRANA_132,220,132,100,0.005,0.0999,1
162235_161137_1_tfmr,162235_PALI_220,161137_PALI-21_132,220,132,100,0.005,0.0999,1
162237_161138_1_tfmr,162237_AMARSAGAR-W_220,161138_AMARSAGA_132,220,132,100,0.005,0.0999,1
162237_161138_2_tfmr,162237_AMARSAGAR-W_220,161138_AMARSAGA_132,220,132,100,0.005,0.0999,0
162239_161139_1_tfmr,162239_PHALODI_220,161139_PHALODI_132,220,132,150,0.0033,0.0666,1
162240_161140_1_tfmr,162240_BHOPALGA_220,161140_BHOPA-21_132,220,132,150,0.0033,0.0666,1
162241_161141_1_tfmr,162241_KHINVSAR_220,161141_KHINVSAR_132,220,132,100,0.005,0.0999,1
162241_161141_2_tfmr,162241_KHINVSAR_220,161141_KHINVSAR_132,220,132,100,0.005,0.0999,1
162222_161142_1_tfmr,162222_KUCHAMAN_220,161142_KUCHAMAN_132,220,132,100,0.005,0.1003,1
162222_161142_2_tfmr,162222_KUCHAMAN_220,161142_KUCHAMAN_132,220,132,100,0.005,0.1003,1
162243_161143_1_tfmr,162243_DHAURIMA_220,161143_DHAURIMA_132,220,132,100,0.005,0.0999,1
162244_161144_1_tfmr,162244_JALORE_220,161144_JALOR-21_132,220,132,100,0.005,0.0999,1
162245_161145_1_tfmr,162245_PINDWARA_220,161145_PINDWARA_132,220,132,100,0.005,0.0999,1
162246_161146_1_tfmr,162246_SUJANGAR_220,161146_SUJNGA-2_132,220,132,100,0.005,0.0999,1
162246_161146_2_tfmr,162246_SUJANGAR_220,161146_SUJNGA-2_132,220,132,100,0.005,0.0999,1
162247_161147_1_tfmr,162247_MANDAWAR_220,161147_MANDAWAR_132,220,132,100,0.005,0.0999,1
162258_161148_1_tfmr,162258_UDYOGVIH_220,161148_UDYOGVIH_132,220,132,150,0.0033,0.0666,1
162249_161149_1_tfmr,162249_JHALAWAR_220,161149_JHALAWAR_132,220,132,100,0.005,0.1003,1
162249_161149_2_tfmr,162249_JHALAWAR_220,161149_JHALAWAR_132,220,132,100,0.005,0.1003,1
162251_161150_1_tfmr,162251_DAHRA_220,161150_DAHRA1_132,220,132,100,0.005,0.1003,1
162251_161150_2_tfmr,162251_DAHRA_220,161150_DAHRA1_132,220,132,100,0.005,0.1003,1
162252_161152_1_tfmr,162252_SAWAIMAD_220,161152_SAWAIMAD_132,220,132,100,0.005,0.0999,1
162252_161152_2_tfmr,162252_SAWAIMAD_220,161152_SAWAIMAD_132,220,132,100,0.005,0.0999,1
162273_161153_1_tfmr,162273_HINDAU-2_220,161153_HINDAUN1_132,220,132,100,0.005,0.1003,1
162273_161153_2_tfmr,162273_HINDAU-2_220,161153_HINDAUN1_132,220,132,100,0.005,0.1003,1
162264_161154_1_tfmr,162264_BILARA_220,161154_BILARA1_132,220,132,100,0.005,0.0999,1
162264_161154_2_tfmr,162264_BILARA_220,161154_BILARA1_132,220,132,100,0.005,0.0999,1
162255_161155_1_tfmr,162255_SIKAR-RS_220,161155_SIKAR1_132,220,132,100,0.005,0.1003,1
162255_161155_2_tfmr,162255_SIKAR-RS_220,161155_SIKAR1_132,220,132,100,0.005,0.1003,1
162255_161155_3_tfmr,162255_SIKAR-RS_220,161155_SIKAR1_132,220,132,100,0.005,0.1003,1
162256_161156_1_tfmr,162256_BIKANE-2_220,161156_BIKANER1_132,220,132,100,0.005,0.0999,1
162256_161156_2_tfmr,162256_BIKANE-2_220,161156_BIKANER1_132,220,132,100,0.005,0.0999,1
162256_161156_3_tfmr,162256_BIKANE-2_220,161156_BIKANER1_132,220,132,100,0.005,0.0999,1
162320_161157_1_tfmr,162320_SURATGAR_220,161157_SURATGAR_132,220,132,150,0.0033,0.0666,1
162254_161158_1_tfmr,162254_SRIDUNGA_220,161158_SRIDU-21_132,220,132,150,0.0033,0.0666,1
162259_161159_1_tfmr,162259_HANUMANG_220,161159_HANUMANG_132,220,132,150,0.0033,0.0666,1
162260_161161_1_tfmr,162260_BANSWARA-W_220,161161_BANSWAR1_132,220,132,100,0.005,0.0999,1
162250_161162_1_tfmr,162250_KISHANGA_220,161162_KISHA-21_132,220,132,100,0.005,0.1003,1
162263_161163_1_tfmr,162263_CHOMU_220,161163_CHOMU1_132,220,132,100,0.005,0.0999,1
162263_161163_2_tfmr,162263_CHOMU_220,161163_CHOMU1_132,220,132,100,0.005,0.0999,1
162265_161165_1_tfmr,162265_KANKR-RS_220,161165_KANKR-21_132,220,132,100,0.005,0.1003,1
162265_161165_2_tfmr,162265_KANKR-RS_220,161165_KANKR-21_132,220,132,100,0.005,0.1003,1
162266_161166_1_tfmr,162266_BALI_220,161166_BALI1_132,220,132,100,0.005,0.0999,1
162248_161167_1_tfmr,162248_MAKRANA_220,161167_MAKRANA1_132,220,132,100,0.005,0.0999,1
162294_161169_1_tfmr,162294_DUNI_220,161169_DUNI1_132,220,132,100,0.005,0.0999,1
162270_161170_1_tfmr,162270_VKIA_220,161170_VKIA_21_132,220,132,100,0.005,0.0999,1
162267_161171_1_tfmr,162267_BARAN2_220,161171_BARA-21_132,220,132,100,0.005,0.0999,1
162274_161174_1_tfmr,162274_DHOD_220,161174_DHOD_132,220,132,100,0.005,0.0999,1
162275_161175_1_tfmr,162275_BORANADA_220,161175_BORNDA_132,220,132,100,0.005,0.0999,1
162276_161176_1_tfmr,162276_BAGRU_220,161176_BAGRU-21_132,220,132,100,0.005,0.0999,1
162277_161177_1_tfmr,162277_GULABPUR_220,161177_GULABPUR_132,220,132,100,0.005,0.0999,1
162295_161182_1_tfmr,162295_GAJNER_220,161182_GAJNER_132,220,132,100,0.005,0.0999,1
162296_161185_1_tfmr,162296_GANGAPUR_220,161185_GANGAC21_132,220,132,100,0.005,0.0999,1
162296_161185_2_tfmr,162296_GANGAPUR_220,161185_GANGAC21_132,220,132,100,0.005,0.0999,1
162297_161606_1_tfmr,162297_INDIRAGN_220,161606_JAGATPUR_132,220,132,100,0.005,0.0999,0
162297_161606_2_tfmr,162297_INDIRAGN_220,161606_JAGATPUR_132,220,132,100,0.005,0.0999,0
162298_161610_1_tfmr,162298_JALAMAND_220,161610_JALAMAND_132,220,132,100,0.005,0.0999,0
162299_161621_1_tfmr,162299_JODHPU-4_220,161621_JODHP-41_132,220,132,100,0.005,0.0999,0
162301_161638_1_tfmr,162301_KARWAR_220,161638_KARWAR-2_132,220,132,100,0.005,0.0999,1
162272_161642_1_tfmr,162272_KAWAI_220,161642_KEWAI_132,220,132,100,0.005,0.0999,1
162303_161652_1_tfmr,162303_KISH-BAS_220,161652_KISH-BAS_132,220,132,100,0.005,0.0999,1
162654_161654_1_tfmr,162654_KOLAYAT-S_220,161654_KOLAYAT1_132,220,132,160,0,0.125,1
162304_161668_1_tfmr,162304_KUCHERA_220,161668_KUCHERA_132,220,132,100,0.005,0.0999,0
162305_161671_1_tfmr,162305_KUNDAKID_220,161671_KUNDAKI_132,220,132,160,0.0031,0.0624,1
162229_161673_1_tfmr,162229_KUSHKHER_220,161673_KUSHKHER_132,220,132,100,0.005,0.0999,1
162229_161673_2_tfmr,162229_KUSHKHER_220,161673_KUSHKHER_132,220,132,100,0.005,0.0999,1
162326_161676_1_tfmr,162326_LALSOT_220,161676_LALSOT1_132,220,132,100,0,0.125,1
162225_161683_1_tfmr,162225_MADRI_220,161683_MADRI_132,220,132,100,0.005,0.0999,0
162225_161683_2_tfmr,162225_MADRI_220,161683_MADRI_132,220,132,100,0.005,0.0999,1
162306_161699_1_tfmr,162306_MANOHARP_220,161699_MANOHARP_132,220,132,100,0.005,0.0999,1
162307_161700_1_tfmr,162307_MANSAROV_220,161700_MANSAROV_132,220,132,160,0.0031,0.0624,1
162307_161700_2_tfmr,162307_MANSAROV_220,161700_MANSAROV_132,220,132,160,0.0031,0.0624,1
162308_161712_1_tfmr,162308_MIA-ALWA_220,161712_MIALWAR_132,220,132,100,0.005,0.0999,1
162309_161729_1_tfmr,162309_NAWALGAR_220,161729_NAWAL-21_132,220,132,100,0.005,0.0999,0
162310_161734_1_tfmr,162310_NOKHA_220,161734_NOKHA_132,220,132,100,0.005,0.0999,1
162311_161736_1_tfmr,162311_NPH_220,161736_NPH1_132,220,132,160,0.0031,0.0624,0
162311_161736_2_tfmr,162311_NPH_220,161736_NPH1_132,220,132,160,0.0031,0.0624,1
162312_161740_1_tfmr,162312_PADAMPUR_220,161740_PADAMPUR_132,220,132,100,0.005,0.0999,0
162757_161757_1_tfmr,162757_POKARAN-S_220,161757_POKRAN1_132,220,132,160,0,0.125,1
162760_161760_1_tfmr,162760_PRATAPGARH-W_220,161760_PRATAPGA_132,220,132,100,0,0.125,1
162313_161764_1_tfmr,162313_PS_2_220,161764_PS2-21_132,220,132,160,0.0031,0.0624,0
162269_161789_1_tfmr,162269_RENWAL_220,161789_RENWAL1_132,220,132,100,0.005,0.0999,1
162221_161799_1_tfmr,162221_SAKATPUR_220,161799_SAKATPUR_132,220,132,100,0.0033,0.0664,1
162221_161799_2_tfmr,162221_SAKATPUR_220,161799_SAKATPUR_132,220,132,100,0.0033,0.0664,1
162221_161799_3_tfmr,162221_SAKATPUR_220,161799_SAKATPUR_132,220,132,100,0.0033,0.0664,1
162221_161799_4_tfmr,162221_SAKATPUR_220,161799_SAKATPUR_132,220,132,100,0.0033,0.0664,1
162317_161804_1_tfmr,162317_SANCHORE_220,161804_SANCHO21_132,220,132,100,0.005,0.0999,1
162318_161818_1_tfmr,162318_SAWA_220,161818_SAWA-CH1_132,220,132,100,0.005,0.0999,1
162322_161824_1_tfmr,162322_SEZJAIP_220,161824_SEZ1_21_132,220,132,100,0.005,0.0999,1
162323_161831_1_tfmr,162323_SIKRAI_220,161831_SIKRAI_132,220,132,100,0,0.125,1
162319_161837_1_tfmr,162319_SITAPURA_220,161837_SITAP-21_132,220,132,160,0.0031,0.0624,0
162327_161861_1_tfmr,162327_TEHANDESAR_220,161861_TEHANDESAR_132,220,132,100,0,0.125,0
162325_161882_1_tfmr,162325_BAMANTUKDA_220,161882_BAMANTUKDA_132,220,132,100,0,0.125,1
172200_171100_1_tfmr,172200_NOIDA-20_220,171100_NOIDA_UP_132,220,132,160,0.00272,0.0934,1
172200_171100_2_tfmr,172200_NOIDA-20_220,171100_NOIDA_UP_132,220,132,160,0.00272,0.0934,1
172201_171101_1_tfmr,172201_GOKUL_220,171101_GOKUL_132,220,132,100,0.00286,0.1,1
172201_171101_2_tfmr,172201_GOKUL_220,171101_GOKUL_132,220,132,160,0.00272,0.09347,1
172202_171102_1_tfmr,172202_GNOIDA2_220,171102_GNOIDA1_132,220,132,160,0.00272,0.0934,1
172202_171102_2_tfmr,172202_GNOIDA2_220,171102_GNOIDA1_132,220,132,160,0.00272,0.0934,1
172203_171103_1_tfmr,172203_ATRAULI2_220,171103_ATRAULI1_132,220,132,100,0.00286,0.1,1
172203_171103_2_tfmr,172203_ATRAULI2_220,171103_ATRAULI1_132,220,132,160,0.00272,0.0934,1
172904_171104_1_tfmr,172904_BARAUT2_220,171104_BARAUT1_132,220,132,100,0.00286,0.1,1
172904_171104_2_tfmr,172904_BARAUT2_220,171104_BARAUT1_132,220,132,160,0.00272,0.09347,1
172204_171105_1_tfmr,172204_AGRAN2_220,171105_AGRAN1_132,220,132,160,0.00272,0.0934,1
172204_171105_2_tfmr,172204_AGRAN2_220,171105_AGRAN1_132,220,132,160,0.00272,0.0934,1
172207_171107_1_tfmr,172207_UNNAO2_220,171107_UNNAO1_132,220,132,100,0.00286,0.1,1
172207_171107_2_tfmr,172207_UNNAO2_220,171107_UNNAO1_132,220,132,100,0.00286,0.1,1
172209_171109_1_tfmr,172209_BANDA2_220,171109_BANDA1_132,220,132,160,0.00272,0.0934,1
172209_171109_2_tfmr,172209_BANDA2_220,171109_BANDA1_132,220,132,160,0.00272,0.0934,1
172212_171110_1_tfmr,172212_HATHRAS2_220,171110_HATHRAS1_132,220,132,160,0.00272,0.0934,1
172212_171110_2_tfmr,172212_HATHRAS2_220,171110_HATHRAS1_132,220,132,160,0.00272,0.0934,1
172256_171111_1_tfmr,172256_CHIBRMAU_220,171111_CHIBRMAU_132,220,132,100,0.00286,0.1,1
172256_171111_2_tfmr,172256_CHIBRMAU_220,171111_CHIBRMAU_132,220,132,100,0.00286,0.1,1
172258_171112_1_tfmr,172258_ORAI2_220,171112_ORAI1_132,220,132,100,0.00286,0.1,1
172258_171112_2_tfmr,172258_ORAI2_220,171112_ORAI1_132,220,132,100,0.00286,0.1,1
172213_171113_1_tfmr,172213_CHINHAT2_220,171113_CHINHAT_132,220,132,160,0.00272,0.0934,1
172213_171113_2_tfmr,172213_CHINHAT2_220,171113_CHINHAT_132,220,132,160,0.00272,0.0934,1
172210_171114_1_tfmr,172210_PHULPUR2_220,171114_PHULPUR1_132,220,132,160,0.00272,0.0934,1
172210_171114_2_tfmr,172210_PHULPUR2_220,171114_PHULPUR1_132,220,132,160,0.00272,0.0934,1
172240_171115_1_tfmr,172240_SHATABDI_220,171115_SHATABD_132,220,132,160,0.00272,0.09347,1
172240_171115_2_tfmr,172240_SHATABDI_220,171115_SHATABD_132,220,132,100,0.00286,0.1,1
172241_171116_1_tfmr,172241_SIMBOLI2_220,171116_SIMBOLI_132,220,132,100,0.00286,0.1,1
172241_171116_2_tfmr,172241_SIMBOLI2_220,171116_SIMBOLI_132,220,132,160,0.00272,0.09347,1
172215_171117_1_tfmr,172215_GAJRAULA_220,171117_GAJRAULA_132,220,132,100,0.00286,0.1,1
172215_171117_2_tfmr,172215_GAJRAULA_220,171117_GAJRAULA_132,220,132,100,0.00286,0.1,1
172238_171118_1_tfmr,172238_SAMBHAL_220,171118_SAMBHAL_132,220,132,100,0.00236,0.1,1
172238_171118_2_tfmr,172238_SAMBHAL_220,171118_SAMBHAL_132,220,132,100,0.00236,0.1,1
172219_171119_1_tfmr,172219_SAHIBAD2_220,171119_SAHIBAD_132,220,132,160,0.00272,0.0934,1
172219_171119_2_tfmr,172219_SAHIBAD2_220,171119_SAHIBAD_132,220,132,160,0.00272,0.0934,1
172235_171120_1_tfmr,172235_HARDROAD_220,171120_HARDROAD_132,220,132,160,0.00272,0.0934,1
172235_171120_2_tfmr,172235_HARDROAD_220,171120_HARDROAD_132,220,132,160,0.00272,0.0934,1
172222_171121_1_tfmr,172222_NEHTOR2_220,171121_NEHTOR1_132,220,132,160,0.00272,0.0934,1
172222_171121_2_tfmr,172222_NEHTOR2_220,171121_NEHTOR1_132,220,132,160,0.00272,0.0934,1
172270_171122_1_tfmr,172270_DOHANA2_220,171122_DOHANA1_132,220,132,100,0.00286,0.1,1
172270_171122_2_tfmr,172270_DOHANA2_220,171122_DOHANA1_132,220,132,100,0.00286,0.1,1
172229_171128_1_tfmr,172229_SHJNP2_220,171128_SHAJANP1_132,220,132,100,0.00286,0.1,1
172229_171128_2_tfmr,172229_SHJNP2_220,171128_SHAJANP1_132,220,132,160,0.00272,0.09347,1
172280_171130_1_tfmr,172280_CBGANJ2_220,171130_CBGANJ_132,220,132,160,0.00272,0.0934,1
172280_171130_2_tfmr,172280_CBGANJ2_220,171130_CBGANJ_132,220,132,160,0.00272,0.0934,1
174486_171132_1_tfmr,174486_MAU4_400,171132_MAU1_132,400,132,200,0.0025,0.0625,1
174486_171132_2_tfmr,174486_MAU4_400,171132_MAU1_132,400,132,200,0.0025,0.0625,1
172234_171133_1_tfmr,172234_SITAPR2_220,171133_SITAPUR1_132,220,132,100,0.00286,0.1,1
172234_171133_2_tfmr,172234_SITAPR2_220,171133_SITAPUR1_132,220,132,100,0.00286,0.1,1
172236_171135_1_tfmr,172236_SAROJNI2_220,171135_LUCKNOW1_132,220,132,100,0.00285,0.09999,1
172236_171135_2_tfmr,172236_SAROJNI2_220,171135_LUCKNOW1_132,220,132,100,0.00285,0.09999,1
172236_171135_3_tfmr,172236_SAROJNI2_220,171135_LUCKNOW1_132,220,132,100,0.00285,0.09999,1
172239_171138_1_tfmr,172239_MURADBD2_220,171138_MURABAD1_132,220,132,160,0.00272,0.09347,1
172239_171138_2_tfmr,172239_MURADBD2_220,171138_MURABAD1_132,220,132,100,0.00286,0.1,1
172239_171138_3_tfmr,172239_MURADBD2_220,171138_MURABAD1_132,220,132,100,0.00286,0.1,1
172243_171142_1_tfmr,172243_MODIPRM2_220,171142_MERUT1_132,220,132,160,0.00272,0.0934,1
172243_171142_2_tfmr,172243_MODIPRM2_220,171142_MERUT1_132,220,132,160,0.00272,0.0934,1
172267_171144_1_tfmr,172267_MURADNG2_220,171144_MURADNG1_132,220,132,100,0.00286,0.1,1
172267_171144_2_tfmr,172267_MURADNG2_220,171144_MURADNG1_132,220,132,160,0.00272,0.0934,1
172267_171144_3_tfmr,172267_MURADNG2_220,171144_MURADNG1_132,220,132,160,0.00272,0.0934,1
172248_171147_1_tfmr,172248_SHAMLI2_220,171147_SHAMLI1_132,220,132,160,0.00272,0.0934,1
172248_171147_2_tfmr,172248_SHAMLI2_220,171147_SHAMLI1_132,220,132,160,0.00272,0.0934,1
172250_171149_1_tfmr,172250_SAHARNP2_220,171149_SAHARAN1_132,220,132,160,0.00272,0.0934,1
172250_171149_2_tfmr,172250_SAHARNP2_220,171149_SAHARAN1_132,220,132,160,0.00272,0.0934,1
172250_171149_3_tfmr,172250_SAHARNP2_220,171149_SAHARAN1_132,220,132,160,0.00272,0.0934,1
172250_171149_4_tfmr,172250_SAHARNP2_220,171149_SAHARAN1_132,220,132,160,0.00272,0.0934,1
172281_171150_1_tfmr,172281_AZAMGAR2_220,171150_AZAMGAR1_132,220,132,100,0.00286,0.1,1
172281_171150_2_tfmr,172281_AZAMGAR2_220,171150_AZAMGAR1_132,220,132,160,0.00272,0.09347,1
172252_171151_1_tfmr,172252_NARA2_220,171151_NARA_132,220,132,160,0.00272,0.0934,1
172252_171151_2_tfmr,172252_NARA2_220,171151_NARA_132,220,132,160,0.00272,0.0934,1
172255_171154_1_tfmr,172255_KHURJA2_220,171154_KHURJA1_132,220,132,160,0.00272,0.0934,1
172255_171154_2_tfmr,172255_KHURJA2_220,171154_KHURJA1_132,220,132,100,0.00286,0.1,1
172257_171156_1_tfmr,172257_HARDUGN2_220,171156_HARDUGN1_132,220,132,160,0.00272,0.0934,1
172257_171156_2_tfmr,172257_HARDUGN2_220,171156_HARDUGN1_132,220,132,160,0.00272,0.0934,1
172259_171158_1_tfmr,172259_SIKANDR2_220,171158_AGRA1_132,220,132,100,0.00708,0.09999,1
172259_171158_2_tfmr,172259_SIKANDR2_220,171158_AGRA1_132,220,132,100,0.00708,0.09999,1
172259_171158_3_tfmr,172259_SIKANDR2_220,171158_AGRA1_132,220,132,100,0.00708,0.09999,1
174416_171159_1_tfmr,174416_AGRASTH_400,171159_AGRAS_132,400,132,600,0,0.0208,1
172269_171161_1_tfmr,172269_DEORIA_220,171161_DEORIA1_132,220,132,100,0.00286,0.1,1
172269_171161_2_tfmr,172269_DEORIA_220,171161_DEORIA1_132,220,132,100,0.00286,0.1,1
172269_171161_3_tfmr,172269_DEORIA_220,171161_DEORIA1_132,220,132,100,0.00286,0.1,1
172262_171162_1_tfmr,172262_MAINPUR2_220,171162_MAINPUR_132,220,132,100,0.00708,0.09999,1
172262_171162_2_tfmr,172262_MAINPUR2_220,171162_MAINPUR_132,220,132,100,0.00708,0.09999,1
172262_171162_3_tfmr,172262_MAINPUR2_220,171162_MAINPUR_132,220,132,100,0.00708,0.09999,1
172228_171163_1_tfmr,172228_HARDOI2_220,171163_HARDOI1_132,220,132,100,0.00286,0.1,1
172265_171164_1_tfmr,172265_PANKI2_220,171164_PANKI1_132,220,132,160,0.00286,0.1,1
172265_171164_2_tfmr,172265_PANKI2_220,171164_PANKI1_132,220,132,160,0.00272,0.0934,1
172265_171164_3_tfmr,172265_PANKI2_220,171164_PANKI1_132,220,132,160,0.00272,0.09347,1
172265_171164_4_tfmr,172265_PANKI2_220,171164_PANKI1_132,220,132,160,0.00272,0.09347,1
172265_171164_5_tfmr,172265_PANKI2_220,171164_PANKI1_132,220,132,160,0.00272,0.09347,1
172261_171165_1_tfmr,172261_FEROZBD2_220,171165_FEROZBD1_132,220,132,100,0.00286,0.1,1
172261_171165_2_tfmr,172261_FEROZBD2_220,171165_FEROZBD1_132,220,132,100,0.00286,0.1,1
172266_171166_1_tfmr,172266_NAUBSTA2_220,171166_NAUBSTA_132,220,132,160,0.00272,0.0934,1
172266_171166_2_tfmr,172266_NAUBSTA2_220,171166_NAUBSTA_132,220,132,160,0.00272,0.0934,1
172271_171169_1_tfmr,172271_OBRA2_220,171169_OBRA1_132,220,132,100,0.00286,0.1,1
172271_171169_2_tfmr,172271_OBRA2_220,171169_OBRA1_132,220,132,100,0.00286,0.1,1
172274_171173_1_tfmr,172274_ALAHBAD2_220,171173_ALAHBAD1_132,220,132,100,0.00286,0.1,1
172274_171173_2_tfmr,172274_ALAHBAD2_220,171173_ALAHBAD1_132,220,132,160,0.00272,0.0934,1
172274_171173_3_tfmr,172274_ALAHBAD2_220,171173_ALAHBAD1_132,220,132,160,0.00272,0.0934,1
172274_171173_4_tfmr,172274_ALAHBAD2_220,171173_ALAHBAD1_132,220,132,100,0,0.1252,0
172275_171174_1_tfmr,172275_GHAZPR2_220,171174_GAZIPR2_132,220,132,160,0.00286,0.0585,1
172275_171174_2_tfmr,172275_GHAZPR2_220,171174_GAZIPR2_132,220,132,100,0.00286,0.0937,1
172277_171176_1_tfmr,172277_FATEHPR2_220,171176_FATEHPR1_132,220,132,160,0.00286,0.0585,1
172277_171176_2_tfmr,172277_FATEHPR2_220,171176_FATEHPR1_132,220,132,160,0.00272,0.0585,1
172278_171177_1_tfmr,172278_SAHUPU_N_220,171177_SAHUPR1_132,220,132,100,0.00286,0.1,1
172278_171177_2_tfmr,172278_SAHUPU_N_220,171177_SAHUPR1_132,220,132,160,0.00272,0.0934,1
172278_171177_3_tfmr,172278_SAHUPU_N_220,171177_SAHUPR1_132,220,132,160,0.00272,0.09347,1
172278_171177_4_tfmr,172278_SAHUPU_N_220,171177_SAHUPR1_132,220,132,100,0.00286,0.1,1
172279_171178_1_tfmr,172279_SARNATH2_220,171178_SARNATH1_132,220,132,160,0.00272,0.0934,1
172279_171178_2_tfmr,172279_SARNATH2_220,171178_SARNATH1_132,220,132,160,0.00272,0.0934,1
172282_171179_1_tfmr,172282_BADAUN2_220,171179_BADAUN1_132,220,132,160,0.00272,0.0934,1
172282_171179_2_tfmr,172282_BADAUN2_220,171179_BADAUN1_132,220,132,160,0.00272,0.0934,1
172268_171181_1_tfmr,172268_GORAKP2_220,171181_GORAKPR1_132,220,132,100,0.00286,0.1,1
172268_171181_2_tfmr,172268_GORAKP2_220,171181_GORAKPR1_132,220,132,100,0.00286,0.1,1
172268_171181_3_tfmr,172268_GORAKP2_220,171181_GORAKPR1_132,220,132,160,0.00272,0.09347,1
172284_171183_1_tfmr,172284_SULTANP2_220,171183_SULTANP1_132,220,132,160,0.00272,0.09347,1
172284_171183_2_tfmr,172284_SULTANP2_220,171183_SULTANP1_132,220,132,100,0.00286,0.1,1
172283_171184_1_tfmr,172283_JAUNPUR2_220,171184_JAUNPUR1_132,220,132,160,0.00272,0.0934,1
172283_171184_2_tfmr,172283_JAUNPUR2_220,171184_JAUNPUR1_132,220,132,160,0.00272,0.0934,1
172285_171185_1_tfmr,172285_GONDA2_220,171185_GONDA1_132,220,132,100,0.00286,0.1,1
172285_171185_2_tfmr,172285_GONDA2_220,171185_GONDA1_132,220,132,100,0.00286,0.1,1
172289_171186_1_tfmr,172289_CANT_AL_220,171186_CANT_AL_132,220,132,100,0.00286,0.1,1
172289_171186_2_tfmr,172289_CANT_AL_220,171186_CANT_AL_132,220,132,100,0.00286,0.1,1
172287_171187_1_tfmr,172287_BASTI2_220,171187_BASTI1_132,220,132,100,0.00286,0.1,1
172287_171187_2_tfmr,172287_BASTI2_220,171187_BASTI1_132,220,132,100,0.00286,0.1,1
174468_171237_1_tfmr,174468_ANPARA4_400,171237_ANPARA1_132,400,132,100,0.0025,0.125,1
174468_171237_2_tfmr,174468_ANPARA4_400,171237_ANPARA1_132,400,132,100,0.0025,0.125,1
174468_171237_3_tfmr,174468_ANPARA4_400,171237_ANPARA1_132,400,132,100,0.0025,0.125,1
172297_171300_1_tfmr,172297_JHANSI2_220,171300_JHANSI2_132,220,132,100,0,0.125,1
172297_171300_2_tfmr,172297_JHANSI2_220,171300_JHANSI2_132,220,132,100,0,0.125,1
172562_171313_1_tfmr,172562_BAGHPAT_220,171313_BAGPAT_132,220,132,200,0.0625,1e-04,1
172251_171324_1_tfmr,172251_NOIDA129_220,171324_NOIDA129_132,220,132,160,0,0.078125,1
172251_171324_2_tfmr,172251_NOIDA129_220,171324_NOIDA129_132,220,132,160,0,0.078125,1
172264_171326_1_tfmr,172264_BHARTHNA_220,171326_BARTHANA_132,220,132,100,0.00286,0.1,1
172223_171335_1_tfmr,172223_SOHAWAL_220,171335_SOHAWAL_132,220,132,100,0,0.125,0
172223_171335_2_tfmr,172223_SOHAWAL_220,171335_SOHAWAL_132,220,132,100,0,0.125,0
172214_171358_1_tfmr,172214_ETAH_220,171358_ETAH_132,220,132,160,1e-04,0.078125,1
172295_171367_1_tfmr,172295_GAJOKHA_220,171367_GAJOKHAR_132,220,132,100,0,0.125,1
172295_171367_2_tfmr,172295_GAJOKHA_220,171367_GAJOKHAR_132,220,132,100,0,0.125,1
172231_171373_1_tfmr,172231_GOMTINGR_220,171373_GOMTINAG_132,220,132,120,0,0.1042,1
172246_171389_1_tfmr,172246_JAHANGRB_220,171389_JAHANGIR_132,220,132,100,0.00286,0.1,1
172246_171389_2_tfmr,172246_JAHANGRB_220,171389_JAHANGIR_132,220,132,100,0.00286,0.1,1
172294_171399_1_tfmr,172294_JHUSI_220,171399_JHUSI_132,220,132,160,0,0.078125,1
172294_171399_2_tfmr,172294_JHUSI_220,171399_JHUSI_132,220,132,160,0,0.078125,1
172801_171502_1_tfmr,172801_RCGREEN_220,171502_RCGREEN_132,220,132,100,0,0.125,0
172260_171519_1_tfmr,172260_SAFAI2_220,171519_SEFAI_132,220,132,100,0.00286,0.1,1
172260_171519_2_tfmr,172260_SAFAI2_220,171519_SEFAI_132,220,132,100,0.00286,0.1,1
172218_171523_1_tfmr,172218_SHAMSHAB_220,171523_SHAMSABA_132,220,132,160,0,0.09347,1
172218_171523_2_tfmr,172218_SHAMSHAB_220,171523_SHAMSABA_132,220,132,160,0,0.09347,1
172254_171531_1_tfmr,172254_SIKANBAD_220,171531_SIKANDRA_132,220,132,100,0.00286,0.1,1
172254_171531_2_tfmr,172254_SIKANBAD_220,171531_SIKANDRA_132,220,132,100,0.00286,0.1,1
172905_171556_1_tfmr,172905_DADRIUP_220,171556_DADRI_13_132,220,132,100,0.00286,0.1,1
172905_171556_2_tfmr,172905_DADRIUP_220,171556_DADRI_13_132,220,132,100,0.00286,0.1,1
182211_171557_1_tfmr,182211_RAEBAREI_220,171557_RAEBRL_P_132,220,132,100,0.00286,0.1,1
182211_171557_2_tfmr,182211_RAEBAREI_220,171557_RAEBRL_P_132,220,132,100,0.00286,0.1,1
